Entry	Entry Name	Gene Names	Protein names	Gene Ontology IDs
P05852	TSAD_ECOLI	tsaD gcp ygjD b3064 JW3036	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	GO:0000287; GO:0000408; GO:0002949; GO:0005506; GO:0005829; GO:0042802; GO:0061711; GO:0140032; GO:1990145
P06129	BTUB_ECOLI	btuB bfe cer dcrC b3966 JW3938	Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator)	GO:0005509; GO:0009279; GO:0015288; GO:0015420; GO:0015889; GO:0016020; GO:0019904; GO:0034220; GO:0046930; GO:1902495
P06134	ADA_ECOLI	ada b2213 JW2201	Bifunctional transcriptional activator/DNA repair enzyme Ada (Regulatory protein of adaptive response) [Includes: Methylphosphotriester-DNA--protein-cysteine S-methyltransferase (EC 2.1.1.n11) (Methylphosphotriester-DNA methyltransferase); Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (O6-methylguanine-DNA alkyltransferase)]	GO:0003700; GO:0003908; GO:0006307; GO:0006974; GO:0008270; GO:0032259; GO:0043565; GO:0045892; GO:0045893
P06136	FTSQ_ECOLI	ftsQ b0093 JW0091	Cell division protein FtsQ	GO:0000917; GO:0005886; GO:0032153; GO:0042802; GO:0043093; GO:0051301; GO:1990586; GO:1990587
P06149	DLD_ECOLI	dld b2133 JW2121	Quinone-dependent D-lactate dehydrogenase (EC 1.1.5.12) ((R)-lactate:quinone 2-oxidoreductase) (D-lactate dehydrogenase) (D-LDH) (Respiratory D-lactate dehydrogenase)	GO:0004458; GO:0005886; GO:0006089; GO:0009055; GO:0009060; GO:0009061; GO:0009898; GO:0016901; GO:0022904; GO:0031234; GO:0048038; GO:0050660; GO:0055085; GO:0071949; GO:0102029
P06609	BTUC_ECOLI	btuC b1711 JW1701	Vitamin B12 import system permease protein BtuC	GO:0005886; GO:0015420; GO:0015889; GO:0016020; GO:0022857; GO:0042802; GO:0043190; GO:1990191; GO:1990193
P06611	BTUD_ECOLI	btuD b1709 JW1699	Vitamin B12 import ATP-binding protein BtuD (EC 7.6.2.8) (Vitamin B12-transporting ATPase)	GO:0005524; GO:0015420; GO:0015889; GO:0016020; GO:0016887; GO:0019898; GO:0042626; GO:0043190; GO:1990191; GO:1990193
P06612	TOP1_ECOLI	topA supX b1274 JW1266	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	GO:0003677; GO:0003916; GO:0003917; GO:0005694; GO:0005829; GO:0006265; GO:0007059; GO:0008270; GO:0140226
P06616	ERA_ECOLI	era rbaA sdgE b2566 JW2550	GTPase Era (ERA) (GTP-binding protein Era)	GO:0000028; GO:0003723; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0005886; GO:0006468; GO:0019843; GO:0042274; GO:0043024; GO:0070181; GO:0097216
P06709	BIRA_ECOLI	birA bioR dhbB b3973 JW3941	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	GO:0000976; GO:0003676; GO:0003677; GO:0004077; GO:0005524; GO:0005737; GO:0006355; GO:0006768; GO:0009102; GO:0009374; GO:0017053; GO:0042803
P06710	DPO3X_ECOLI	dnaX dnaZ dnaZX b0470 JW0459	DNA polymerase III subunit tau (EC 2.7.7.7) (DNA polymerase III subunit gamma)	GO:0003677; GO:0003689; GO:0003887; GO:0005524; GO:0006260; GO:0006261; GO:0009360; GO:0016887; GO:0017111; GO:0030337; GO:0030894; GO:0042802; GO:0043846; GO:0046872; GO:0075523
P06715	GSHR_ECOLI	gor b3500 JW3467	Glutathione reductase (GR) (GRase) (EC 1.8.1.7)	GO:0004362; GO:0005829; GO:0006749; GO:0016020; GO:0034599; GO:0045454; GO:0050660; GO:0050661; GO:0071949
P06721	METC_ECOLI	metC b3008 JW2975	Cystathionine beta-lyase MetC (CBL) (CL) (EC 4.4.1.13) (Beta-cystathionase MetC) (Cysteine desulfhydrase MetC) (CD) (EC 4.4.1.28) (Cysteine lyase MetC) (Cysteine-S-conjugate beta-lyase MetC)	GO:0005737; GO:0008784; GO:0009086; GO:0019346; GO:0019450; GO:0030170; GO:0032991; GO:0042802; GO:0047804; GO:0051289; GO:0080146
P06722	MUTH_ECOLI	mutH mutR prv b2831 JW2799	DNA mismatch repair protein MutH (Methyl-directed mismatch repair protein)	GO:0000018; GO:0003677; GO:0004519; GO:0005737; GO:0006298; GO:0006304; GO:0016787; GO:0032300; GO:0043765
P06959	ODP2_ECOLI	aceF b0115 JW0111	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2)	GO:0004742; GO:0005737; GO:0006086; GO:0031405; GO:0042867; GO:0045254; GO:0097532
P06960	OTC2_ECOLI	argF b0273 JW0266	Ornithine carbamoyltransferase subunit F (OTCase-2) (EC 2.1.3.3)	GO:0004585; GO:0005737; GO:0006974; GO:0016597; GO:0019240; GO:0042450; GO:0046872
P06961	CCA_ECOLI	cca b3056 JW3028	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase (EC 3.1.3.-)]	GO:0000049; GO:0000287; GO:0001680; GO:0004112; GO:0004810; GO:0005524; GO:0016791; GO:0042245; GO:0106354; GO:0160016
P06968	DUT_ECOLI	dut dnaS sof b3640 JW3615	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	GO:0000287; GO:0004170; GO:0005829; GO:0006226; GO:0032991; GO:0042802; GO:0046081; GO:0070207
P06971	FHUA_ECOLI	fhuA tonA b0150 JW0146	Ferrichrome outer membrane transporter/phage receptor (Ferric hydroxamate receptor) (Ferric hydroxamate uptake) (Ferrichrome-iron receptor)	GO:0005506; GO:0006879; GO:0009279; GO:0015344; GO:0015643; GO:0016020; GO:0019904; GO:0033214; GO:0038023; GO:0044718; GO:0046790; GO:1902495
P06972	FHUB_ECOLI	fhuB b0153 JW0149	Iron(3+)-hydroxamate import system permease protein FhuB (Ferric hydroxamate uptake protein B) (Ferrichrome transport system permease protein FhuB) (Ferrichrome uptake protein FhuB) (Iron(III)-hydroxamate import system permease protein FhuB)	GO:0005886; GO:0015344; GO:0015687; GO:0022857; GO:0033214; GO:0043190; GO:0055052; GO:0098711
P06974	FLIM_ECOLI	fliM cheC2 fla AII fla QII b1945 JW1929	Flagellar motor switch protein FliM	GO:0003774; GO:0005886; GO:0006935; GO:0009288; GO:0009433; GO:0050918; GO:0071977; GO:0071978; GO:0120107
P06983	HEM3_ECOLI	hemC popE b3805 JW5932	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	GO:0004418; GO:0005737; GO:0005829; GO:0006782; GO:0006783; GO:0033014
P06988	HISX_ECOLI	hisD b2020 JW2002	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	GO:0000105; GO:0004399; GO:0005737; GO:0005829; GO:0008270; GO:0030145; GO:0046872; GO:0051287
P06992	RSMA_ECOLI	rsmA ksgA b0051 JW0050	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein KsgA) (Kasugamycin dimethyltransferase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	GO:0000028; GO:0000179; GO:0003690; GO:0003729; GO:0005829; GO:0006364; GO:0030490; GO:0031167; GO:0043024; GO:0046677; GO:0052908; GO:0070475
P06993	MALT_ECOLI	malT malA b3418 JW3381	HTH-type transcriptional regulator MalT (ATP-dependent transcriptional activator MalT)	GO:0003677; GO:0003700; GO:0005524; GO:0042802; GO:0045893; GO:0045913; GO:0048031
P06996	OMPC_ECOLI	ompC meoA par b2215 JW2203	Outer membrane porin C (Outer membrane protein 1B) (Outer membrane protein C) (Porin OmpC)	GO:0001618; GO:0006974; GO:0009279; GO:0015288; GO:0034220; GO:0042802; GO:0046813; GO:0046872; GO:0046930; GO:0120010
P06999	PFKB_ECOLI	pfkB b1723 JW5280	ATP-dependent 6-phosphofructokinase isozyme 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (6-phosphofructokinase isozyme II) (Phosphohexokinase 2)	GO:0000287; GO:0003872; GO:0005524; GO:0005829; GO:0006096; GO:0006974; GO:0009024; GO:0042802; GO:0042803
P07001	PNTA_ECOLI	pntA b1603 JW1595	NAD(P) transhydrogenase subunit alpha (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit alpha) (Pyridine nucleotide transhydrogenase subunit alpha)	GO:0005886; GO:0006740; GO:0008750; GO:0016491; GO:0046983; GO:0050661; GO:0120029
P07003	POXB_ECOLI	poxB b0871 JW0855	Pyruvate dehydrogenase [ubiquinone] (EC 1.2.5.1) (Pyruvate oxidase) (POX) (Pyruvate:ubiquinone-8 oxidoreductase)	GO:0000287; GO:0005829; GO:0005886; GO:0008289; GO:0030976; GO:0032991; GO:0042802; GO:0042867; GO:0048039; GO:0050660; GO:0052737
P07004	PROA_ECOLI	proA b0243 JW0233	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	GO:0004350; GO:0005829; GO:0042802; GO:0050661; GO:0055129
P07012	RF2_ECOLI	prfB supK b2891 JW5847	Peptide chain release factor RF2 (RF-2)	GO:0005829; GO:0006415; GO:0016149; GO:0075523
P07013	PRIB_ECOLI	priB b4201 JW4159	Replication restart protein PriB (Primosomal replication protein n)	GO:0003697; GO:0003723; GO:0006260; GO:0006269; GO:0006270; GO:0006276; GO:0009314; GO:0031297; GO:0042802; GO:1990077; GO:1990099; GO:1990158
P07014	SDHB_ECOLI	sdhB b0724 JW0714	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	GO:0005886; GO:0006099; GO:0008177; GO:0009055; GO:0009060; GO:0016020; GO:0019646; GO:0022904; GO:0045273; GO:0046872; GO:0051536; GO:0051537; GO:0051538; GO:0051539
P07017	MCP2_ECOLI	tar cheM b1886 JW1875	Methyl-accepting chemotaxis protein II (MCP-II) (Aspartate chemoreceptor protein)	GO:0004888; GO:0005886; GO:0006935; GO:0009593; GO:0035556; GO:0042802; GO:0042803; GO:0043424; GO:0051260; GO:0051286; GO:0071230; GO:0098561
P07024	USHA_ECOLI	ushA b0480 JW0469	Protein UshA [Includes: UDP-sugar hydrolase (EC 3.6.1.45) (UDP-sugar diphosphatase) (UDP-sugar pyrophosphatase); 5'-nucleotidase (5'-NT) (EC 3.1.3.5)]	GO:0000166; GO:0008253; GO:0008768; GO:0009166; GO:0030288; GO:0046872
P07102	PPA_ECOLI	appA b0980 JW0963	Phytase AppA (EC 3.1.3.-) (6-phytase) (Histidine acid phosphatase phytase) (HAP phytase) (Myo-inositol hexakisphosphate phosphohydrolase) (Phosphoanhydride phosphatase) (EC 3.6.1.-) (pH 2.5 acid phosphatase) (Acid phosphatase) (EC 3.1.3.-)	GO:0003924; GO:0008252; GO:0016036; GO:0030288; GO:0050308; GO:0052745; GO:0071454
P07117	PUTP_ECOLI	putP b1015 JW1001	Sodium/proline symporter (Proline carrier) (Proline permease) (Propionate transporter)	GO:0005298; GO:0005886; GO:0015193; GO:0015824; GO:0015912; GO:0031402; GO:0055085
P07118	SYV_ECOLI	valS b4258 JW4215	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	GO:0000287; GO:0002161; GO:0004832; GO:0005524; GO:0005829; GO:0006438; GO:0045903; GO:0061475
P07330	CHEB_ECOLI	cheB b1883 JW1872	Protein-glutamate methylesterase/protein-glutamine glutaminase (EC 3.1.1.61) (EC 3.5.1.44) (Chemotaxis response regulator protein-glutamate methylesterase/glutamine deamidase) (Methyl-accepting chemotaxis proteins-specific methylesterase/deamidase) (MCP-specific methylesterase/deamidase)	GO:0000156; GO:0005829; GO:0005886; GO:0006935; GO:0007165; GO:0008984; GO:0035556; GO:0050568; GO:1990827
P07363	CHEA_ECOLI	cheA b1888 JW1877	Chemotaxis protein CheA (EC 2.7.13.3)	GO:0000155; GO:0000160; GO:0004673; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0006935; GO:0007165; GO:0009454; GO:0031400; GO:0035556; GO:0043052; GO:0050920; GO:0051649; GO:0071977; GO:0098561; GO:1902021
P07395	SYFB_ECOLI	pheT b1713 JW1703	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005829; GO:0006432; GO:0009328; GO:0016020; GO:0042802
P07464	THGA_ECOLI	lacA b0342 JW0333	Galactoside O-acetyltransferase (GAT) (EC 2.3.1.18) (Acetyl-CoA:galactoside 6-O-acetyltransferase) (Thiogalactoside acetyltransferase) (Thiogalactoside transacetylase)	GO:0005737; GO:0005989; GO:0008870; GO:0042802
P07604	TYRR_ECOLI	tyrR b1323 JW1316	HTH-type transcriptional regulatory protein TyrR	GO:0000987; GO:0001216; GO:0003677; GO:0005524; GO:0005829; GO:0006355; GO:0032993; GO:0045892; GO:0045893
P07623	METAS_ECOLI	metAS metA b4013 JW3973	Homoserine O-succinyltransferase (HST) (EC 2.3.1.46) (Homoserine transsuccinylase) (HTS)	GO:0004414; GO:0005737; GO:0008899; GO:0019281; GO:0042803
P07639	AROB_ECOLI	aroB b3389 JW3352	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	GO:0003856; GO:0005737; GO:0008270; GO:0008652; GO:0009073; GO:0009423; GO:0070403
P07648	RECC_ECOLI	recC b2822 JW2790	RecBCD enzyme subunit RecC (Exodeoxyribonuclease V 125 kDa polypeptide) (Exodeoxyribonuclease V gamma chain) (Exonuclease V subunit RecC) (ExoV subunit RecC) (Helicase/nuclease RecBCD subunit RecC)	GO:0000724; GO:0000725; GO:0003677; GO:0003678; GO:0005524; GO:0006310; GO:0008854; GO:0009314; GO:0009338; GO:0044355
P07649	TRUA_ECOLI	truA asuC hisT leuK b2318 JW2315	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (PSU-I) (tRNA-uridine isomerase I)	GO:0000049; GO:0009982; GO:0031119; GO:0042803; GO:0106029; GO:0160147
P07658	FDHF_ECOLI	fdhF b4079 JW4040	Formate dehydrogenase H (EC 1.17.98.4) (Formate dehydrogenase-H subunit alpha) (FDH-H) (Formate-hydrogen-lyase-linked, selenocysteine-containing polypeptide)	GO:0005829; GO:0006007; GO:0008863; GO:0009061; GO:0009326; GO:0015944; GO:0016020; GO:0016903; GO:0019628; GO:0019645; GO:0022904; GO:0043546; GO:0046872; GO:0051539
P07821	FHUC_ECOLI	fhuC b0151 JW0147	Iron(3+)-hydroxamate import ATP-binding protein FhuC (EC 7.2.2.16) (Ferric hydroxamate uptake protein C) (Ferrichrome transport ATP-binding protein FhuC) (Iron(III)-hydroxamate import ATP-binding protein FhuC)	GO:0005524; GO:0005886; GO:0015091; GO:0015344; GO:0015625; GO:0015687; GO:0016887; GO:0043190; GO:0055052; GO:0071281; GO:0098711
P07822	FHUD_ECOLI	fhuD b0152 JW0148	Iron(3+)-hydroxamate-binding protein FhuD (Ferric hydroxamate uptake protein D) (Ferrichrome-binding periplasmic protein) (Iron(III)-hydroxamate-binding protein FhuD)	GO:0015687; GO:0030288; GO:0055052; GO:0098711
P07862	DDLB_ECOLI	ddlB ddl b0092 JW0090	D-alanine--D-alanine ligase B (EC 6.3.2.4) (D-Ala-D-Ala ligase B) (D-alanylalanine synthetase B)	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0042803; GO:0046872; GO:0071555
P07913	TDH_ECOLI	tdh b3616 JW3591	L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103) (L-threonine dehydrogenase)	GO:0005737; GO:0005829; GO:0006564; GO:0006566; GO:0006567; GO:0008198; GO:0008270; GO:0008743; GO:0016491; GO:0019518; GO:0030145; GO:0046870
P08142	ILVB_ECOLI	ilvB b3671 JW3646	Acetolactate synthase isozyme 1 large subunit (AHAS-I) (EC 2.2.1.6) (Acetohydroxy-acid synthase I large subunit) (ALS-I)	GO:0000287; GO:0003984; GO:0005948; GO:0009082; GO:0009097; GO:0009099; GO:0030976; GO:0050660
P08179	PUR3_ECOLI	purN b2500 JW2485	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	GO:0004644; GO:0005737; GO:0005829; GO:0006189; GO:0006974
P08191	FIMH_ECOLI	fimH b4320 JW4283	Type 1 fimbrin D-mannose specific adhesin (Protein FimH)	GO:0005537; GO:0007155; GO:0007638; GO:0009289; GO:0009419; GO:0031589; GO:0033644; GO:0043709
P08192	FOLC_ECOLI	folC dedC b2315 JW2312	Dihydrofolate synthase/folylpolyglutamate synthase (DHFS / FPGS) (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	GO:0004326; GO:0005524; GO:0005737; GO:0006730; GO:0006761; GO:0008841; GO:0009257; GO:0009396; GO:0046656; GO:0046872; GO:0046901; GO:0097216
P08200	IDH_ECOLI	icd icdA icdE b1136 JW1122	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-dependent isocitric dehydrogenase) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	GO:0000287; GO:0004450; GO:0005737; GO:0005829; GO:0006097; GO:0006099; GO:0006979; GO:0022900; GO:0051287; GO:0097216
P08201	NIRB_ECOLI	nirB b3365 JW3328	Nitrite reductase (NADH) large subunit (EC 1.7.1.15)	GO:0006113; GO:0009344; GO:0016491; GO:0020037; GO:0042128; GO:0046872; GO:0050660; GO:0050661; GO:0051537; GO:0051539; GO:0106316
P08202	ARAA_ECOLI	araA b0062 JW0061	L-arabinose isomerase (EC 5.3.1.4)	GO:0005829; GO:0008733; GO:0019568; GO:0019569; GO:0030145
P08203	ARAD_ECOLI	araD b0061 JW0060	L-ribulose-5-phosphate 4-epimerase AraD (EC 5.1.3.4) (Phosphoribulose isomerase)	GO:0005829; GO:0008270; GO:0008742; GO:0016832; GO:0019323; GO:0019324; GO:0019569; GO:0032991; GO:0042802
P08244	PYRF_ECOLI	pyrF b1281 JW1273	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	GO:0004590; GO:0005737; GO:0005829; GO:0006207; GO:0015949; GO:0016831; GO:0044205
P08312	SYFA_ECOLI	pheS b1714 JW5277	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0005829; GO:0006432; GO:0009328
P08337	MUTT_ECOLI	mutT b0099 JW0097	8-oxo-dGTP diphosphatase (8-oxo-dGTPase) (EC 3.6.1.55) (7,8-dihydro-8-oxoguanine-triphosphatase) (Mutator protein MutT) (dGTP pyrophosphohydrolase)	GO:0000287; GO:0006203; GO:0006260; GO:0006281; GO:0006289; GO:0008413; GO:0030145; GO:0035539; GO:0044715; GO:0044716; GO:0046067
P08373	MURB_ECOLI	murB yijB b3972 JW3940	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	GO:0005737; GO:0005829; GO:0008360; GO:0008762; GO:0009252; GO:0050660; GO:0051301; GO:0071555; GO:0071949
P08394	RECB_ECOLI	recB ior rorA b2820 JW2788	RecBCD enzyme subunit RecB (EC 3.1.11.5) (EC 5.6.2.4) (DNA 3'-5' helicase subunit RecB) (Exodeoxyribonuclease V 135 kDa polypeptide) (Exodeoxyribonuclease V beta chain) (Exonuclease V subunit RecB) (ExoV subunit RecB) (Helicase/nuclease RecBCD subunit RecB)	GO:0000287; GO:0000724; GO:0000725; GO:0003677; GO:0003678; GO:0004520; GO:0005524; GO:0005829; GO:0006310; GO:0008094; GO:0008854; GO:0009314; GO:0009338; GO:0015616; GO:0016887; GO:0043138; GO:0044355
P08395	SPPA_ECOLI	sppA b1766 JW1755	Protease 4 (EC 3.4.21.-) (Endopeptidase IV) (Protease IV) (Signal peptide peptidase)	GO:0004175; GO:0004252; GO:0005886; GO:0006465; GO:0016020
P08506	DACC_ECOLI	dacC b0839 JW0823	D-alanyl-D-alanine carboxypeptidase DacC (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 6) (PBP-6)	GO:0004180; GO:0005886; GO:0006508; GO:0008360; GO:0008658; GO:0009002; GO:0009252; GO:0009410; GO:0030288; GO:0042803; GO:0071555
P08622	DNAJ_ECOLI	dnaJ groP b0015 JW0014	Chaperone protein DnaJ (HSP40) (Heat shock protein J)	GO:0003756; GO:0005524; GO:0005737; GO:0005829; GO:0006260; GO:0006457; GO:0008270; GO:0009408; GO:0015035; GO:0016020; GO:0016032; GO:0016989; GO:0031072; GO:0032991; GO:0042026; GO:0042803; GO:0043335; GO:0051082; GO:0051087; GO:0065003
P08660	AK3_ECOLI	lysC apk b4024 JW3984	Lysine-sensitive aspartokinase 3 (EC 2.7.2.4) (Aspartate kinase III) (AKIII) (Lysine-sensitive aspartokinase III)	GO:0004072; GO:0005524; GO:0005829; GO:0009089; GO:0009090; GO:0042803
P08839	PT1_ECOLI	ptsI b2416 JW2409	Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)	GO:0005829; GO:0008965; GO:0009401; GO:0015764; GO:0016301; GO:0042802; GO:0046872
P08956	T1RK_ECOLI	hsdR hsr b4350 JW4313	Type I restriction enzyme EcoKI endonuclease subunit (EcoKI) (R protein) (EC 3.1.21.3)	GO:0003677; GO:0004386; GO:0005524; GO:0005829; GO:0009035; GO:0009307; GO:0019812
P09029	PURK_ECOLI	purK b0522 JW0511	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	GO:0004638; GO:0005524; GO:0005829; GO:0006189; GO:0034028; GO:0046872
P09030	EX3_ECOLI	xthA xth b1749 JW1738	Exodeoxyribonuclease III (EXO III) (Exonuclease III) (EC 3.1.11.2) (AP endonuclease VI)	GO:0003677; GO:0004519; GO:0004527; GO:0005829; GO:0006281; GO:0006974; GO:0008311; GO:0046872
P09099	XYLB_ECOLI	xylB b3564 JW3536	Xylulose kinase (XK) (Xylulokinase) (EC 2.7.1.17) (1-deoxy-D-xylulokinase) (EC 2.7.1.-)	GO:0004856; GO:0005524; GO:0005998; GO:0016301; GO:0042803; GO:0042843; GO:0103020
P09147	GALE_ECOLI	galE galD b0759 JW0742	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase)	GO:0003978; GO:0005737; GO:0005829; GO:0005975; GO:0005996; GO:0006012; GO:0009242; GO:0016857; GO:0033499; GO:0042802; GO:0070403
P09148	GAL7_ECOLI	galT galB b0758 JW0741	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	GO:0004335; GO:0005737; GO:0005829; GO:0008108; GO:0008198; GO:0008270; GO:0033499
P09152	NARG_ECOLI	narG bisD narC b1224 JW1215	Respiratory nitrate reductase 1 alpha chain (EC 1.7.5.1) (Nitrate reductase A subunit alpha) (Quinol-nitrate oxidoreductase subunit alpha)	GO:0008940; GO:0009055; GO:0009061; GO:0016020; GO:0019645; GO:0042126; GO:0042128; GO:0043546; GO:0044799; GO:0046872; GO:0051539; GO:0160182
P09158	SPEE_ECOLI	speE b0121 JW0117	Polyamine aminopropyltransferase (Cadaverine aminopropyltransferase) (EC 2.5.1.-) (Putrescine aminopropyltransferase) (PAPT) (Spermidine aminopropyltransferase) (EC 2.5.1.79) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16) (Spermine synthase) (EC 2.5.1.22) (Thermospermine synthase)	GO:0004766; GO:0005829; GO:0008295; GO:0010487; GO:0016768; GO:0042803; GO:0043918
P09169	OMPT_ECOLI	ompT b0565 JW0554	Protease 7 (EC 3.4.23.49) (Omptin) (Outer membrane protein 3B) (Protease A) (Protease VII)	GO:0004175; GO:0004190; GO:0004252; GO:0006508; GO:0009279
P09323	PTW3C_ECOLI	nagE pstN b0679 JW0665	PTS system N-acetylglucosamine-specific EIICBA component (EIICBA-Nag) (EII-Nag) [Includes: N-acetylglucosamine permease IIC component (PTS system N-acetylglucosamine-specific EIIC component); N-acetylglucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.193) (PTS system N-acetylglucosamine-specific EIIB component); N-acetylglucosamine-specific phosphotransferase enzyme IIA component (PTS system N-acetylglucosamine-specific EIIA component)]	GO:0005886; GO:0006974; GO:0008982; GO:0009254; GO:0009401; GO:0015572; GO:0015764; GO:0016301; GO:0019866; GO:0046872; GO:0090563; GO:0090586; GO:0090587; GO:0103111
