# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
#(1) sigmaName. Sigma Name
## (2) regulatedName. Gene regulated by the Sigma Factor (regulated Gene)
## (3) function. Regulatory Function of the Sigma on the regulated Gene (+ activator, - repressor, -+ dual, ? unknown)
## (4)promoterEvidences. Evidence that supports the regulation the sigma on the promoter and the promoter evidences
## (5) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)sigmaName	2)regulatedName	3)function	4)promoterEvidence	5)confidenceLevel 
sigma24	yicI	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma24	yicJ	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma24	yidQ	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma24	yieE	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma24	yieF	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma24	yiiS	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma24	yoaC	+	[COMP-AINF]	W 
sigma24	yqjA	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma24	ytfJ	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma28	aer	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF,EXP-IMP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	cheA	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,EXP-IEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	cheB	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	cheR	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	cheW	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,EXP-IEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	cheY	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	cheZ	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	flgK	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-CHIP-SEQ-MANUAL,EXP-IDA,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	flgL	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-CHIP-SEQ-MANUAL,EXP-IDA,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	flgM	+	[EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-CHIP-SEQ-MANUAL,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	flgN	+	[EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-CHIP-SEQ-MANUAL,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	flgO	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-CHIP-SEQ-MANUAL,EXP-IDA,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	fliA	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	fliC	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-CHIP-SEQ-MANUAL,EXP-IEP,EXP-IDA,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	S 
sigma28	fliD	+	[EXP-CHIP-SEQ-MANUAL,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	S 
sigma28	fliE	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	fliF	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	fliG	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	fliH	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	fliI	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	fliJ	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	fliK	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	fliL	+	[EXP-CHIP-SEQ-MANUAL,EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	fliM	+	[EXP-CHIP-SEQ-MANUAL,EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	fliN	+	[EXP-CHIP-SEQ-MANUAL,EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	fliO	+	[EXP-CHIP-SEQ-MANUAL,EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	fliP	+	[EXP-CHIP-SEQ-MANUAL,EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	fliQ	+	[EXP-CHIP-SEQ-MANUAL,EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	fliR	+	[EXP-CHIP-SEQ-MANUAL,EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	fliS	+	[EXP-CHIP-SEQ-MANUAL,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	S 
sigma28	fliT	+	[EXP-CHIP-SEQ-MANUAL,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	S 
sigma28	fliX	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-CHIP-SEQ-MANUAL,EXP-IEP,EXP-IDA,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	S 
sigma28	fliZ	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	flxA	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	hemL	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IEP]	W 
sigma28	ispE	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	lolB	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	modA	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	modB	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	modC	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	motA	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,EXP-IEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	motB	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,EXP-IEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	motR	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,EXP-IEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	oppA	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,AS-NAS]	W 
sigma28	oppB	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,AS-NAS]	W 
sigma28	oppC	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,AS-NAS]	W 
sigma28	oppD	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,AS-NAS]	W 
sigma28	oppF	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,AS-NAS]	W 
sigma28	pdeH	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	ppdA	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	ppdB	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	ppdC	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	prs	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	rdcA	+	[COMP-HINF,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	rdcB	+	[COMP-HINF,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	recC	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	tap	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	tar	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	tcyJ	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,EXP-IDA,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	trg	+	[COMP-HINF,EXP-IDA,EXP-CHIP-SEQ-MANUAL,HTP-HEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma28	tsr	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma28	ves	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma28	yafW	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	yafX	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	ycgR	+	[EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	yecF	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	ygbK	+	[EXP-CHIP-SEQ-MANUAL,COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	ygdB	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma28	yhiL	+	[COMP-HINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	yjcS	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	ykfB	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	ykfF	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	ykfG	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	ykfH	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	ykfI	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma28	ynjH	+	[COMP-HINF,EXP-IEP,EXP-CHIP-SEQ-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	ackA	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	adiC	+	[COMP-AINF]	W 
sigma32	alaA	+	[COMP-AINF]	W 
sigma32	alaT	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	alaU	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma32	alaV	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma32	bidA	+	[EXP-IDA,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	bssS	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-IN-VITRO-TRANSCRIPTION,EXP-IEP]	W 
sigma32	can	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	S 
sigma32	cas1	+	[EXP-IDA,EXP-IEP]	W 
sigma32	cas2	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	casD	+	[EXP-IDA,EXP-IEP]	W 
sigma32	casE	+	[EXP-IDA,EXP-IEP]	W 
sigma32	clpB	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	clpP	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,EXP-IDA,EXP-IEP]	S 
sigma32	clpX	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,EXP-IDA,EXP-IEP]	S 
sigma32	cnoX	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP]	W 
sigma32	cra	+	[COMP-AINF]	W 
sigma32	creA	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	creB	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	creC	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	crr	+	[COMP-HINF,EXP-IDA,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	dnaJ	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,EXP-IDA,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma32	dnaK	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,EXP-IDA,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma32	dsbC	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA]	W 
sigma32	fkpB	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	ftsH	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	fxsA	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	gapA	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	glnS	+	[COMP-AINF,EXP-IDA]	W 
sigma32	gltT	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma32	gltU	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	gltV	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	gltW	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	groL	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	groS	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IDA,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma32	grpE	+	[COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IEP,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma32	hemW	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	hflC	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	hflK	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	hflX	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	hfq	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	holC	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA,EXP-IEP]	S 
sigma32	hslO	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	hslR	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	hslU	+	[EXP-IDA,EXP-IMP,COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	hslV	+	[EXP-IDA,EXP-IMP,COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	hspQ	+	[EXP-IDA,EXP-IEP]	W 
sigma32	htpG	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma32	htpX	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA,EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
