# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon Id containing the transcription unit
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenes. Name of the gene(s) contained in the transcription unit
## (6) promoterId. Promoter Id
## (7) promoterName. Promoter Name
## (8) terminatorIds. Ids of the terminators associated to transcription unit
## (9) tuEvidence. Evidence that supports the existence of the transcription unit
## (10) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (11) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (12) PMIDs. PMIDs associated to object
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenes	6)promoterId	7)promoterName	8)terminatorIds	9)tuEvidence	10)addEvidence	11)confidenceLevel	12)PMIDs 
RDBECOLITUC00133	dnaQ	RDBECOLIOPC01969	dnaQ	dnaQ				COMP-AINF:W		W	 
RDBECOLITUC00134	yafT	RDBECOLIOPC01247	yafT	yafT				COMP-AINF:W		W	 
RDBECOLITUC00135	gmhA	RDBECOLIOPC01684	gmhA	gmhA				COMP-AINF:W		W	35397010 
RDBECOLITUC00136	yafJ	RDBECOLIOPC01885	yafJ	yafJ				COMP-AINF:W		W	 
RDBECOLITUC00137	ldtF	RDBECOLIOPC01700	ldtF	dpaA				COMP-AINF:W		W	 
RDBECOLITUC00138	dinJ-yafQ	RDBECOLIOPC00028	dinJ-yafQ	yafQ;dinJ	RDBECOLIPMC00272	dinJp		COMP-AINF:W		W	29967594 
RDBECOLITUC00139	yafL	RDBECOLIOPC01597	yafL	yafL				COMP-AINF:W		W	 
RDBECOLITUC00140	rayT	RDBECOLIOPC01020	rayT	rayT				COMP-AINF:W		W	 
RDBECOLITUC00141	lafU	RDBECOLIOPC00970	lafU	lafU				COMP-AINF:W		W	 
RDBECOLITUC00142	dinB-yafNOP	RDBECOLIOPC01532	dinB-yafNOP	dinB;yafN;yafO;yafP	RDBECOLIPMC00296	dinBp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;EXP-IMP-POLAR-MUTATION:S	AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C	C	12813093 
RDBECOLITUC00143	yafNOP	RDBECOLIOPC01532	dinB-yafNOP	yafN;yafO;yafP	RDBECOLIPMC03222	yafNp		COMP-AINF:W		W	 
RDBECOLITUC00144	ykfJ-prfH	RDBECOLIOPC01408	ykfJ-prfH	ykfJ;prfH				COMP-AINF:W		W	 
RDBECOLITUC00145	frsA	RDBECOLIOPC00084	frsA	frsA	RDBECOLIPMC00219	frsAp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	6397401 
RDBECOLITUC00146	yafY-ykfBF-yafX-ykfGH-yafW-ykfI	RDBECOLIOPC02799	yafY-ykfBF-yafX-ykfGH-yafW-ykfI	ykfI;yafW;ykfH;ykfG;yafX;ykfF;ykfB;yafY				COMP-AINF:W		W	 
RDBECOLITUC00147	ykfA-yafZ	RDBECOLIOPC02932	ykfA-yafZ	yafZ;ykfA				COMP-AINF:W		W	 
RDBECOLITUC00148	perR	RDBECOLIOPC00612	perR	perR				COMP-AINF:W		W	 
RDBECOLITUC00149	None	RDBECOLIOPC02337	insNI1	insN;insI1	RDBECOLIPMC02410	insN-1p		COMP-AINF:W		W	 
RDBECOLITUC00150	ykfC	RDBECOLIOPC01465	ykfC	ykfC				COMP-AINF:W		W	 
RDBECOLITUC00151	mmuPM	RDBECOLIOPC01754	mmuPM	mmuP;mmuM				COMP-AINF:W		W	 
RDBECOLITUC00152	insA2B2AB2-afuBC	RDBECOLIOPC01608	insA2B2AB2-afuBC	afuC;afuB;insB2;insA2;insAB2				COMP-AINF:W		W	 
RDBECOLITUC00153	yagAB-insX	RDBECOLIOPC01575	yagAB-insX	insX;yagB;yagA				COMP-AINF:W		W	 
RDBECOLITUC00154	yagEF	RDBECOLIOPC01932	yagEF	yagE;yagF				COMP-AINF:W		W	29087459;31482281 
RDBECOLITUC00155	yagGH	RDBECOLIOPC00914	yagGH	yagG;yagH				COMP-AINF:W		W	 
RDBECOLITUC00156	xynR	RDBECOLIOPC01362	argF-xynR	xynR				COMP-AINF:W		W	 
RDBECOLITUC00157	insA3B3AB3	RDBECOLIOPC02592	insA3B3AB3	insB3;insA3;insAB3				COMP-AINF:W		W	 
RDBECOLITUC00158	yagK	RDBECOLIOPC02506	yagK	yagK	RDBECOLIPMC00699	yagKp6		COMP-AINF:W		W	 
RDBECOLITUC00159	yagML	RDBECOLIOPC01274	yagML	yagL;yagM				EXP-IEP-COREGULATION:W;COMP-AINF:W		W	21398637 
RDBECOLITUC00160	yagN	RDBECOLIOPC02152	yagN	yagN				COMP-AINF:W		W	 
RDBECOLITUC00161	intF	RDBECOLIOPC00108	intF	intF				COMP-AINF:W		W	 
RDBECOLITUC00162	yagP	RDBECOLIOPC00537	yagP	yagP				COMP-AINF:W		W	 
RDBECOLITUC00163	paoABCD	RDBECOLIOPC01248	paoABCD	paoD;paoC;paoB;paoA				COMP-AINF:W		W	 
RDBECOLITUC00164	ykgJ	RDBECOLIOPC02110	ykgJ	ykgJ				COMP-AINF:W		W	 
RDBECOLITUC00165	ecpBCDE	RDBECOLIOPC02699	ecpBCDE	ecpE;ecpD;ecpC;ecpB	RDBECOLIPMC03300	ecpBp1		COMP-AINF:W		W	 
RDBECOLITUC00166	ecpA	RDBECOLIOPC00140	ecpA	ecpA	RDBECOLIPMC00707	ecpAp		COMP-AINF:W		W	 
RDBECOLITUC00167	ecpR	RDBECOLIOPC00924	ecpR	matA	RDBECOLIPMC00708	ecpRp		COMP-AINF:W		W	33014613 
RDBECOLITUC00168	ykgMO	RDBECOLIOPC01221	ykgMO	ykgO;ykgM	RDBECOLIPMC03285	ykgMp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	19734316 
RDBECOLITUC00169	eaeH-insE1EF1F1	RDBECOLIOPC01661	eaeH-insE1EF1F1	eaeH;insE1;insEF1;insF1				COMP-AINF:W		W	 
RDBECOLITUC00170	ykgA	RDBECOLIOPC01784	ykgA	ykgA				COMP-AINF:W		W	 
RDBECOLITUC00171	rclBC	RDBECOLIOPC02003	rclABC	rclC;rclB				COMP-AINF:W		W	 
RDBECOLITUC00172	rclABC	RDBECOLIOPC02003	rclABC	rclC;rclB;rclA	RDBECOLIPMC00719	rclAp		EXP-IEP-COREGULATION:W;IC-ADJ-GENES-SAME-BIO-PROCESS:W		W	24078635 
RDBECOLITUC00173	rclR	RDBECOLIOPC00836	rclR	rclR				COMP-AINF:W		W	 
RDBECOLITUC00174	ykgEFG	RDBECOLIOPC00173	ykgEFG	ykgE;ykgF;ykgG				COMP-AINF:W		W	31964733 
RDBECOLITUC00175	ykgH	RDBECOLIOPC00258	ykgH	ykgH				COMP-AINF:W		W	 
RDBECOLITUC00176	pdeL	RDBECOLIOPC01225	pdeL	pdeL	RDBECOLIPMC03085	pdeLp1		EXP-IDA-BOUNDARIES-DEFINED:W;COMP-AINF:W		W	16115199 
RDBECOLITUC00177	yahB	RDBECOLIOPC00180	yahB	yahB				COMP-AINF:W		W	 
RDBECOLITUC00178	yahC	RDBECOLIOPC00067	yahC	yahC				COMP-AINF:W		W	 
RDBECOLITUC00179	yahDEFG	RDBECOLIOPC02318	yahDEFG	yahD;yahE;yahF;yahG				COMP-AINF:W		W	 
RDBECOLITUC00180	yahH	RDBECOLIOPC01571	yahH	yahH				COMP-AINF:W		W	 
RDBECOLITUC00181	yahIJ	RDBECOLIOPC00813	yahIJ	yahI;yahJ				COMP-AINF:W		W	 
RDBECOLITUC00182	yahK	RDBECOLIOPC01581	yahK	yahK				COMP-AINF:W		W	 
RDBECOLITUC00183	yahL	RDBECOLIOPC00729	yahL	yahL				COMP-AINF:W		W	 
RDBECOLITUC00184	yahM	RDBECOLIOPC00920	yahM	yahM				COMP-AINF:W		W	 
RDBECOLITUC00185	mhpT	RDBECOLIOPC00903	mhpT	mhpT	RDBECOLIPMC00313	mhpTp		COMP-AINF:W		W	 
RDBECOLITUC00186	yaiL	RDBECOLIOPC02243	yaiL	yaiL				COMP-AINF:W		W	 
RDBECOLITUC00187	frmRAB	RDBECOLIOPC01934	frmRAB	frmB;frmA;frmR				COMP-AINF:W		W	27934966 
RDBECOLITUC00188	yaiO	RDBECOLIOPC00288	yaiO	yaiO				COMP-AINF:W		W	 
RDBECOLITUC00189	insC1CD1D1	RDBECOLIOPC01206	insC1CD1D1	insC1;insCD1;insD1				COMP-AINF:W		W	 
RDBECOLITUC00190	yaiX	RDBECOLIOPC00288	yaiO	yaiX				COMP-AINF:W		W	 
RDBECOLITUC00191	yaiP	RDBECOLIOPC01947	yaiP	yaiP				COMP-AINF:W		W	 
RDBECOLITUC00192	hemB	RDBECOLIOPC01900	hemB	hemB	RDBECOLIPMC02538	hemBp		EXP-IDA-BOUNDARIES-DEFINED:W;COMP-AINF:W		W	2464127;31964733 
RDBECOLITUC00193	insE2F2EF2	RDBECOLIOPC02174	insE2F2EF2	insF2;insE2;insEF2				COMP-AINF:W		W	 
RDBECOLITUC00194	iprA	RDBECOLIOPC00152	iprA	iprA				COMP-AINF:W		W	 
RDBECOLITUC00195	iraP	RDBECOLIOPC02707	iraP	iraP	RDBECOLIPMC03062	iraPp1		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	17640895;21070640;32211022 
RDBECOLITUC00196	yaiI	RDBECOLIOPC01054	yaiI	yaiI				COMP-AINF:W		W	 
RDBECOLITUC00197	ppnP	RDBECOLIOPC01740	ppnP	ppnP	RDBECOLIPMC03307	ppnPp		COMP-AINF:W		W	 
RDBECOLITUC00198	ykiA	RDBECOLIOPC01191	ykiA	ykiA	RDBECOLIPMC02477	ykiAp		COMP-AINF:W		W	 
RDBECOLITUC00199	sbcDC	RDBECOLIOPC00285	sbcDC	sbcC;sbcD	RDBECOLIPMC03125	sbcDp		IC-ADJ-GENES-SAME-BIO-PROCESS:W;COMP-AINF:W		W	17644583 
RDBECOLITUC00200	brnQ-proY	RDBECOLIOPC00138	brnQ-proY	brnQ;proY	RDBECOLIPMC03308	brnQp		COMP-AINF:W		W	31964733 
RDBECOLITUC00201	yajD	RDBECOLIOPC00670	yajD	yajD				COMP-AINF:W		W	 
RDBECOLITUC00202	yajI	RDBECOLIOPC00183	yajI	yajI				COMP-AINF:W		W	 
RDBECOLITUC00203	nrdR-ribDE-nusB-thiL-pgpA	RDBECOLIOPC02262	nrdR-ribDE-nusB-thiL-pgpA	nrdR;ribD;ribE;nusB;thiL;pgpA	RDBECOLIPMC03124	nrdRp		EXP-IMP-POLAR-MUTATION:S;IC-ADJ-GENES-SAME-BIO-PROCESS:W;COMP-AINF:W		S	17496099 
RDBECOLITUC00204	panE-yajL	RDBECOLIOPC00952	panE-yajL	yajL;panE				COMP-AINF:W		W	 
RDBECOLITUC00205	yajR	RDBECOLIOPC01360	yajR	yajR	RDBECOLIPMC03310	yajRp		COMP-AINF:W		W	 
RDBECOLITUC00206	ampG	RDBECOLIOPC02912	yajG-ampG	ampG				COMP-AINF:W		W	 
RDBECOLITUC00207	yajG	RDBECOLIOPC02912	yajG-ampG	yajG	RDBECOLIPMC02521	yajGp	RDBECOLITMC00151	EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	8231804 
RDBECOLITUC00208	tig	RDBECOLIOPC02760	tig	tig	RDBECOLIPMC03311	tigp1		COMP-AINF:W		W	 
RDBECOLITUC00209	ybaV	RDBECOLIOPC01805	ybaV	ybaV				COMP-AINF:W		W	 
RDBECOLITUC00210	fadM	RDBECOLIOPC01203	fadM	fadM	RDBECOLIPMC00767	fadMp1		COMP-AINF:W		W	 
RDBECOLITUC00211	queC	RDBECOLIOPC01791	queC	queC				COMP-AINF:W		W	 
RDBECOLITUC00212	ybaE	RDBECOLIOPC01463	ybaE	ybaE				COMP-AINF:W		W	 
RDBECOLITUC00213	cof	RDBECOLIOPC00987	cof	cof				COMP-AINF:W		W	 
RDBECOLITUC00214	decR	RDBECOLIOPC00330	decR	decR	RDBECOLIPMC00226	decRp		COMP-AINF:W		W	 
RDBECOLITUC00215	mdlAB	RDBECOLIOPC00057	mdlAB	mdlA;mdlB				COMP-AINF:W		W	 
RDBECOLITUC00216	ffs	RDBECOLIOPC00878	ffs	ffs				COMP-AINF:W		W	 
RDBECOLITUC00217	ybaA	RDBECOLIOPC00282	ybaA	ybaA				COMP-AINF:W		W	 
RDBECOLITUC00218	pdeB	RDBECOLIOPC01380	pdeB	pdeB				COMP-AINF:W		W	19332833 
RDBECOLITUC00219	ylaC	RDBECOLIOPC00569	ylaC	ylaC	RDBECOLIPMC03314	ylaCp		COMP-AINF:W		W	 
RDBECOLITUC00220	maa	RDBECOLIOPC00199	maa	maa				COMP-AINF:W		W	 
RDBECOLITUC00221	tomB-hha	RDBECOLIOPC00584	tomB-hha	hha;tomB	RDBECOLIPMC03039	tomBp		COMP-AINF:W		W	 
RDBECOLITUC00222	mscK	RDBECOLIOPC00321	mscK	mscK	RDBECOLIPMC03316	mscKp		COMP-AINF:W		W	 
RDBECOLITUC00223	priC-ybaM	RDBECOLIOPC02026	priC-ybaM	ybaM;priC				COMP-AINF:W		W	 
RDBECOLITUC00224	ybaN	RDBECOLIOPC00210	ybaN	ybaN				COMP-AINF:W		W	 
RDBECOLITUC00225	apt	RDBECOLIOPC00563	apt	apt	RDBECOLIPMC03109	aptp		COMP-AINF:W		W	3527873 
RDBECOLITUC00226	dnaX	RDBECOLIOPC00223	dnaX	dnaX	RDBECOLIPMC03063	dnaXp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	7691799 
RDBECOLITUC00227	hemH	RDBECOLIOPC00765	hemH	hemH	RDBECOLIPMC03027	hemHp		COMP-AINF:W		W	11443091;32571968 
RDBECOLITUC00228	ybaL	RDBECOLIOPC01586	ybaL	ybaL	RDBECOLIPMC03317	ybaLp		COMP-AINF:W		W	 
RDBECOLITUC00229	fsr	RDBECOLIOPC00781	fsr	fsr				COMP-AINF:W		W	 
RDBECOLITUC00230	cueR	RDBECOLIOPC00446	cueR	cueR				COMP-AINF:W		W	 
RDBECOLITUC00231	qmcA-ybbJ	RDBECOLIOPC02280	qmcA-ybbJ	ybbJ;qmcA	RDBECOLIPMC00537	qmcAp		COMP-AINF:W		W	 
RDBECOLITUC00232	fetAB	RDBECOLIOPC00105	fetAB	fetA;fetB	RDBECOLIPMC00538	fetAp		COMP-AINF:W		W	 
RDBECOLITUC00233	ybbAP	RDBECOLIOPC01668	ybbAP	ybbA;ybbP				COMP-AINF:W		W	 
RDBECOLITUC00234	rhsD-ybbC-ylbH-ybbD	RDBECOLIOPC02476	rhsD-ybbC-ylbH-ybbD	rhsD;ybbC;ylbH;ybbD				COMP-AINF:W		W	 
RDBECOLITUC00235	ylbG	RDBECOLIOPC02004	ylbG	ylbG				COMP-AINF:W		W	 
RDBECOLITUC00236	allFGHK	RDBECOLIOPC01727	allFGHK	allF;allG;allH;allK				EV-EXP-IEP-RTPCR:?		None	36384810 
RDBECOLITUC00237	ppiB-lpxH	RDBECOLIOPC01533	ppiB-lpxH	lpxH;ppiB				COMP-AINF:W		W	35397010 
RDBECOLITUC00238	ybcI	RDBECOLIOPC00148	ybcI	ybcI				COMP-AINF:W		W	 
RDBECOLITUC00239	folD-ybcJ	RDBECOLIOPC01310	folD-ybcJ	ybcJ;folD	RDBECOLIPMC03319	folDp		COMP-AINF:W		W	32571968;23717391 
RDBECOLITUC00240	sfmA	RDBECOLIOPC02576	sfmCD	sfmA				COMP-AINF:W		W	23717391 
RDBECOLITUC00241	sfmCD	RDBECOLIOPC02576	sfmCD	sfmC;sfmD				COMP-AINF:W		W	 
RDBECOLITUC00242	sfmHF	RDBECOLIOPC00613	sfmHF	sfmH;sfmF				COMP-AINF:W		W	19969540 
RDBECOLITUC00243	exoD	RDBECOLIOPC01315	exoD	exoD				COMP-AINF:W		W	 
RDBECOLITUC00244	peaD	RDBECOLIOPC01202	peaD	peaD				COMP-AINF:W		W	 
RDBECOLITUC00245	insE3EF3F3	RDBECOLIOPC00093	insE3EF3F3	insE3;insEF3;insF3				COMP-AINF:W		W	 
RDBECOLITUC00246	ybcK	RDBECOLIOPC00844	ybcK	ybcK				COMP-AINF:W		W	 
RDBECOLITUC00247	ybcLM	RDBECOLIOPC00003	ybcLM	ybcL;ybcM				COMP-AINF:W		W	 
RDBECOLITUC00248	ybcN-ninE-ybcO-rusA-ylcG	RDBECOLIOPC00821	ybcN-ninE-ybcO-rusA-ylcG	ybcN;ninE;ybcO;rusA;ylcG				COMP-AINF:W		W	 
RDBECOLITUC00249	ybcQ	RDBECOLIOPC01024	ybcQ	quuD				COMP-AINF:W		W	 
RDBECOLITUC00250	rzoD	RDBECOLIOPC01509	rzoD	rzoD				COMP-AINF:W		W	 
RDBECOLITUC00251	ybcV	RDBECOLIOPC01113	ybcV	ybcV				COMP-AINF:W		W	 
RDBECOLITUC00252	ybcW	RDBECOLIOPC01584	ybcW	ybcW				COMP-AINF:W		W	 
RDBECOLITUC00253	nohD	RDBECOLIOPC01395	nohD	nohD				COMP-AINF:W		W	 
RDBECOLITUC00254	tfaD	RDBECOLIOPC01068	tfaD	tfaD				COMP-AINF:W		W	 
RDBECOLITUC00255	tfaX	RDBECOLIOPC02310	tfaX	tfaX				COMP-AINF:W		W	 
RDBECOLITUC00256	ybdG	RDBECOLIOPC01537	ybdG	ybdG				COMP-AINF:W		W	31964733 
RDBECOLITUC00257	ybdF	RDBECOLIOPC00492	ybdF	ybdF				COMP-AINF:W		W	 
RDBECOLITUC00258	ybdJ	RDBECOLIOPC01542	ybdJ	ybdJ				COMP-AINF:W		W	 
RDBECOLITUC00259	ybdK	RDBECOLIOPC00592	ybdK	ybdK				COMP-AINF:W		W	 
RDBECOLITUC00260	insL2	RDBECOLIOPC02143	insL2	insL2				COMP-AINF:W		W	 
RDBECOLITUC00261	ybdD	RDBECOLIOPC00096	ybdD	ybdD				COMP-AINF:W		W	 
RDBECOLITUC00262	ybdM	RDBECOLIOPC02719	citR-ybdNM	ybdM				COMP-AINF:W		W	 
RDBECOLITUC00263	ybdN	RDBECOLIOPC02719	citR-ybdNM	ybdN	RDBECOLIPMC00286	ybdNp		COMP-AINF:W		W	 
RDBECOLITUC00264	ybdO	RDBECOLIOPC02719	citR-ybdNM	citR				COMP-AINF:W		W	26789284 
RDBECOLITUC00265	None	RDBECOLIOPC00902	dsbG	dsbG	RDBECOLIPMC00300	dsbGp		COMP-AINF:W		W	11443092 
RDBECOLITUC00266	rnk	RDBECOLIOPC00848	rnk	rnk				COMP-AINF:W		W	 
RDBECOLITUC00267	rna	RDBECOLIOPC01104	rna	rna	RDBECOLIPMC03322	rnap		COMP-AINF:W		W	 
RDBECOLITUC00268	citT	RDBECOLIOPC02082	citT	citT				COMP-AINF:W		W	 
RDBECOLITUC00269	citCDEFXG	RDBECOLIOPC01958	citCDEFXG	citG;citX;citF;citE;citD;citC	RDBECOLIPMC03283	citCp1		COMP-AINF:W;IC-ADJ-GENES-SAME-BIO-PROCESS:W		W	22101843;18997424 
RDBECOLITUC00270	dpiBA	RDBECOLIOPC02858	dpiBA	dpiB;dpiA	RDBECOLIPMC00292	dpiBp1		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;IC-ADJ-GENES-SAME-BIO-PROCESS:W;COMP-AINF:W		S	15308764;22101843;18997424 
RDBECOLITUC00271	cspE	RDBECOLIOPC02701	cspE	cspE	RDBECOLIPMC03281	cspEp2		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S;COMP-AINF:W		S	18177308;31540875;16547039 
RDBECOLITUC00272	ybeM	RDBECOLIOPC00755	ybeM	ybeM				EXP-IEP-COREGULATION:W;COMP-AINF:W		W	21398637 
RDBECOLITUC00273	tatE	RDBECOLIOPC01400	tatE	tatE				COMP-AINF:W		W	 
RDBECOLITUC00274	lipA	RDBECOLIOPC01701	lipA	lipA	RDBECOLIPMC03323	lipAp		COMP-AINF:W		W	2014;20718955;24816490 
RDBECOLITUC00275	ybeF	RDBECOLIOPC01821	ybeF	ybeF				COMP-AINF:W		W	 
RDBECOLITUC00276	lipB	RDBECOLIOPC02927	ybeD-lipB	lipB				COMP-AINF:W		W	 
RDBECOLITUC00277	ybeD	RDBECOLIOPC02927	ybeD-lipB	ybeD				COMP-AINF:W		W	 
RDBECOLITUC00278	dacA	RDBECOLIOPC00543	dacA	dacA				COMP-AINF:W		W	 
RDBECOLITUC00279	rsfS-rlmH-mrdAB-rlpA	RDBECOLIOPC01092	rsfS-rlmH-mrdAB-rlpA	rlpA;mrdB;mrdA;rlmH;rsfS	RDBECOLIPMC03324	rsfSp		COMP-AINF:W		W	31964733 
RDBECOLITUC00280	leuS-lptE-holA-nadD-cobC	RDBECOLIOPC01093	leuS-lptE-holA-nadD-cobC	cobC;nadD;holA;lptE;leuS				COMP-AINF:W		W	31964733 
RDBECOLITUC00281	ybeR-djlB	RDBECOLIOPC02462	ybeR-djlB	ybeR;djlB				COMP-AINF:W		W	 
RDBECOLITUC00282	ybeU-djlC	RDBECOLIOPC02326	ybeU-djlC	ybeU;djlC				COMP-AINF:W		W	 
RDBECOLITUC00283	hscC	RDBECOLIOPC01103	hscC	hscC				COMP-AINF:W		W	 
RDBECOLITUC00284	rihA	RDBECOLIOPC00677	rihA	rihA				COMP-AINF:W		W	31964733 
RDBECOLITUC00285	insH3	RDBECOLIOPC00549	insH3	insH3				COMP-AINF:W		W	 
RDBECOLITUC00286	ybeX-lnt	RDBECOLIOPC02081	ybeZYX-lnt	lnt;ybeX				COMP-AINF:W		W	 
RDBECOLITUC00287	ybeZY	RDBECOLIOPC02081	ybeZYX-lnt	ybeY;ybeZ				COMP-AINF:W		W	 
RDBECOLITUC00288	miaB	RDBECOLIOPC01466	miaB	miaB				COMP-AINF:W		W	 
RDBECOLITUC00289	chiZPQ	RDBECOLIOPC02829	chiZPQ	chiZ;chiP;chiQ	RDBECOLIPMC00294	chiZp		EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S		S	19400782;24593230 
RDBECOLITUC00290	chiQ	RDBECOLIOPC02829	chiZPQ	chiQ				COMP-AINF:W		W	 
RDBECOLITUC00291	ybfF	RDBECOLIOPC00961	ybfF	ybfF				COMP-AINF:W		W	 
RDBECOLITUC00292	ybfP	RDBECOLIOPC01692	ybfP	ybfP				COMP-AINF:W		W	 
RDBECOLITUC00293	ybfA	RDBECOLIOPC02539	ybfA	ybfA				COMP-AINF:W		W	 
RDBECOLITUC00294	rhsC-ybfB	RDBECOLIOPC02095	rhsC-ybfB	rhsC;ybfB				COMP-AINF:W		W	 
RDBECOLITUC00295	ybfOC	RDBECOLIOPC01946	ybfOC	ybfO;ybfC				COMP-AINF:W		W	 
RDBECOLITUC00296	ybfQ	RDBECOLIOPC01238	ybfQ	ybfQ				COMP-AINF:W		W	 
RDBECOLITUC00297	ybfL	RDBECOLIOPC01469	ybfL	ybfL				COMP-AINF:W		W	 
RDBECOLITUC00298	ybfD	RDBECOLIOPC01366	ybfD	ybfD				COMP-AINF:W		W	 
RDBECOLITUC00299	abrB	RDBECOLIOPC01529	abrB	abrB				COMP-AINF:W		W	 
RDBECOLITUC00300	ybgQPOD	RDBECOLIOPC01499	ybgQPOD	ybgO;ybgP;ybgQ;ybgD				EV-EXP-IEP-BETA-GAL:?		None	20345943 
RDBECOLITUC00301	ybgD	RDBECOLIOPC01499	ybgQPOD	ybgD				COMP-AINF:W		W	 
RDBECOLITUC00302	valZ-lysY	RDBECOLIOPC01077	valZ-lysY	valZ;lysY				COMP-AINF:W		W	 
RDBECOLITUC00303	lysZ	RDBECOLIOPC00434	lysZ	lysZ				COMP-AINF:W		W	 
RDBECOLITUC00304	lysQ	RDBECOLIOPC01646	lysQ	lysQ			RDBECOLITMC00181,RDBECOLITMC00180	COMP-AINF:W		W	 
RDBECOLITUC00305	None	RDBECOLIOPC01531	nadA-pnuC	nadA;pnuC	RDBECOLIPMC03326	nadAp		COMP-AINF:W		W	 
RDBECOLITUC00306	zitB	RDBECOLIOPC01543	zitB	zitB				COMP-AINF:W		W	 
RDBECOLITUC00307	ybgS	RDBECOLIOPC01055	ybgS	ybgS				COMP-AINF:W		W	 
RDBECOLITUC00308	modEF	RDBECOLIOPC00838	modEF	modF;modE				COMP-AINF:W		W	 
RDBECOLITUC00309	acrZ	RDBECOLIOPC00388	acrZ	acrZ	RDBECOLIPMC02453	acrZp		COMP-AINF:W		W	 
RDBECOLITUC00310	ybhH	RDBECOLIOPC00933	ybhH	ybhH				COMP-AINF:W		W	 
RDBECOLITUC00311	ybhI	RDBECOLIOPC00942	ybhI	ybhI				COMP-AINF:W		W	 
RDBECOLITUC00312	ybhJ	RDBECOLIOPC00834	ybhJ	ybhJ				COMP-AINF:W		W	 
RDBECOLITUC00313	ybhC	RDBECOLIOPC02336	ybhC	ybhC	RDBECOLIPMC03275	ybhCp		COMP-AINF:W		W	 
RDBECOLITUC00314	ybhB	RDBECOLIOPC01954	ybhB	ybhB				COMP-AINF:W		W	 
RDBECOLITUC00315	ybhL	RDBECOLIOPC00146	ybhL	ybhL	RDBECOLIPMC02511	ybhLp		COMP-AINF:W		W	 
RDBECOLITUC00316	ybhM	RDBECOLIOPC02068	ybhM	ybhM				COMP-AINF:W		W	 
RDBECOLITUC00317	ybhP-clsB-ybhN	RDBECOLIOPC00517	ybhP-clsB-ybhN	ybhN;clsB;ybhP				COMP-AINF:W		W	31535128 
RDBECOLITUC00318	cecR-ybhGFSR	RDBECOLIOPC01771	cecR-ybhGFSR	ybhR;ybhS;ybhF;ybhG;cecR	RDBECOLIPMC02527	cecRp		COMP-AINF:W		W	32385082 
RDBECOLITUC00319	hcxB	RDBECOLIOPC00457	hcxB	hcxB				COMP-AINF:W		W	 
RDBECOLITUC00320	ybiJ	RDBECOLIOPC01503	ybiJ	ybiJ				COMP-AINF:W		W	 
RDBECOLITUC00321	ybiI	RDBECOLIOPC01839	ybiI	ybiI	RDBECOLIPMC00911	ybiIp6		COMP-AINF:W		W	 
RDBECOLITUC00322	ybiX	RDBECOLIOPC01890	ybiX	ybiX				COMP-AINF:W		W	 
RDBECOLITUC00323	mcbA	RDBECOLIOPC00111	mcbA	mcbA	RDBECOLIPMC00913	mcbAp5		COMP-AINF:W		W	22830299 
RDBECOLITUC00324	ybiO	RDBECOLIOPC00683	ybiO	ybiO				COMP-AINF:W		W	 
RDBECOLITUC00325	rhtA	RDBECOLIOPC02300	rhtA	rhtA				COMP-AINF:W		W	 
RDBECOLITUC00326	mntR-ybiR	RDBECOLIOPC00579	mntR-ybiR	mntR;ybiR	RDBECOLIPMC00540	mntRp		COMP-AINF:W		W	 
RDBECOLITUC00327	ybiU	RDBECOLIOPC01180	ybiU	ybiU				COMP-AINF:W		W	 
RDBECOLITUC00328	ybiV	RDBECOLIOPC01831	ybiV	ybiV				COMP-AINF:W		W	 
