# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon id containing the transcription uni 
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenesIds. Ids of the gene(s) contained in the transcription unit
## (6) tuGenesNames. Names of the gene(s) contained in the transcription unit
## (7) promoterId. Promoter Id
## (8) promoterName. Promoter Name
## (9) promoterPos. Transcription start site of promoter(10) terminatorIds. Ids of the terminators associated to transcription unit
##(11) sigmaFactor. Sigma Factor associated to 
##(12) tfsIds. transcription Factors ids that regulates the transcription Unit
##(13) tfsNames. transcription Factors names that regulates the transcription Unit
##(14) tuGenesBnumber. bnumbers of the tu genes
##(15) firstGenePos. start position of the first tu gene
##(16) lastGenePos. end position of the first tu gene
##(17) terminatorPositions. positions of the terminator
##(18) DBXRef. id of the TU in Ecocyc
##
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)promoterPos	10)terminatorIds	11)sigmaFactor	12)tfsIds	13)tfsNames	14)tuGenesBnumber	15)firstGenePos	16)lastGenePos	17)terminatorPositions	18)DBXRef 
RDBECOLITUC00068	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	RDBECOLIOPC02896	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	RDBECOLIGNC02528,RDBECOLIGNC02540,RDBECOLIGNC02510,RDBECOLIGNC02517,RDBECOLIGNC02447,RDBECOLIGNC02481,RDBECOLIGNC02524	rrfF|thrV|rrfD|rrlD|alaU|ileU|rrsD	RDBECOLIPMC00403	rrsDp1	3429047	RDBECOLITMC00204	sigma70	RDBECOLITFC00087,RDBECOLITFC00087,RDBECOLITFC00004,RDBECOLITFC00190,RDBECOLITFC00190,RDBECOLITFC00190,RDBECOLITFC00190,RDBECOLITFC00190,RDBECOLITFC00110,RDBECOLITFC00050	DksA,DksA,NhaR,Fis,Fis,Fis,Fis,Fis,Lrp,H-NS	b3272|b3273|b3274|b3275|b3276|b3277|b3278	3428762	3423423	3423371-3423425	Ecocyc:TU0-1191 
RDBECOLITUC00069	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	RDBECOLIOPC02896	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	RDBECOLIGNC02528,RDBECOLIGNC02540,RDBECOLIGNC02510,RDBECOLIGNC02517,RDBECOLIGNC02447,RDBECOLIGNC02481,RDBECOLIGNC02524	rrfF|thrV|rrfD|rrlD|alaU|ileU|rrsD	RDBECOLIPMC00404	rrsDp2	3428940	RDBECOLITMC00204	sigma70	RDBECOLITFC00004	NhaR	b3272|b3273|b3274|b3275|b3276|b3277|b3278	3428762	3423423	3423371-3423425	Ecocyc:TU0-1192 
RDBECOLITUC00070	dnaN-recF	RDBECOLIOPC02940	dnaAN-recF	RDBECOLIGNC00818,RDBECOLIGNC00236	recF|dnaN	RDBECOLIPMC03689	dnaNp1	3882733		sigma70			b3700|b3701	3882321	3880148		Ecocyc:TU0-1193 
RDBECOLITUC00071	dnaN-recF	RDBECOLIOPC02940	dnaAN-recF	RDBECOLIGNC00818,RDBECOLIGNC00236	recF|dnaN	RDBECOLIPMC03688	dnaNp2	3882590		sigma70			b3700|b3701	3882321	3880148		Ecocyc:TU0-1194 
RDBECOLITUC00072	dnaN-recF	RDBECOLIOPC02940	dnaAN-recF	RDBECOLIGNC00818,RDBECOLIGNC00236	recF|dnaN	RDBECOLIPMC03687	dnaNp3	3882562		sigma70			b3700|b3701	3882321	3880148		Ecocyc:TU0-1195 
RDBECOLITUC00073	dnaN-recF	RDBECOLIOPC02940	dnaAN-recF	RDBECOLIGNC00818,RDBECOLIGNC00236	recF|dnaN	RDBECOLIPMC03686	dnaNp4	3882348		sigma70			b3700|b3701	3882321	3880148		Ecocyc:TU0-1196 
RDBECOLITUC00074	uspB	RDBECOLIOPC00666	uspB	RDBECOLIGNC02110	uspB	RDBECOLIPMC00405	uspBp	3639848		sigma38	RDBECOLITFC00140	IHF	b3494	3639720	3639385		Ecocyc:TU0-1198 
RDBECOLITUC00075	gdhA	RDBECOLIOPC02482	gdhA	RDBECOLIGNC00365	gdhA	RDBECOLIPMC03619	gdhAp	1842308		sigma70	RDBECOLITFC00160,RDBECOLITFC00129,RDBECOLITFC00129,RDBECOLITFC00017,RDBECOLITFC00017,RDBECOLITFC00086,RDBECOLITFC00104,RDBECOLITFC00104,RDBECOLITFC00104,RDBECOLITFC00104	FNR,Fur,Fur,ArgP,ArgP,CRP,Nac,Nac,Nac,Nac	b1761	1842371	1843714		Ecocyc:TU0-1201 
RDBECOLITUC00076	efp	RDBECOLIOPC01645	efp	RDBECOLIGNC02000	efp	RDBECOLIPMC00406	efpp	4375567		sigma70			b4147	4375699	4376265		Ecocyc:TU0-1222 
RDBECOLITUC00077	sugE	RDBECOLIOPC00552	sugE	RDBECOLIGNC01562	gdx	RDBECOLIPMC00407	sugEp	4376794					b4148	4376875	4377192		Ecocyc:TU0-1241 
RDBECOLITUC00078	chpSB	RDBECOLIOPC02649	chpSB	RDBECOLIGNC01997,RDBECOLIGNC01224	chpB|chpS	RDBECOLIPMC00409	chpSp2	4448428		sigma70			b4225|b4224	4448447	4449042		Ecocyc:TU0-1261 
RDBECOLITUC00079	yjjY	RDBECOLIOPC00419	yjjY	RDBECOLIGNC04723	yjjY								b4402	4640402	4640542		Ecocyc:TU0-12785 
RDBECOLITUC00080	yjtD	RDBECOLIOPC01998	yjtD	RDBECOLIGNC02181	yjtD								b4403	4640942	4641628		Ecocyc:TU0-12786 
RDBECOLITUC00081	yaaX	RDBECOLIOPC01057	yaaX	RDBECOLIGNC03011	yaaX								b0005	5234	5530		Ecocyc:TU0-12787 
RDBECOLITUC00082	yaaA	RDBECOLIOPC00019	yaaA	RDBECOLIGNC00009	yaaA								b0006	6459	5683		Ecocyc:TU0-12788 
RDBECOLITUC00083	yaaJ	RDBECOLIOPC02279	yaaJ	RDBECOLIGNC01507	yaaJ								b0007	7959	6529		Ecocyc:TU0-12789 
RDBECOLITUC00084	mog	RDBECOLIOPC01196	mog	RDBECOLIGNC01466	mogA								b0009	9306	9893		Ecocyc:TU0-12790 
RDBECOLITUC00085	satP	RDBECOLIOPC01906	satP	RDBECOLIGNC01467	satP								b0010	10494	9928		Ecocyc:TU0-12791 
RDBECOLITUC00086	yaaW	RDBECOLIOPC00250	yaaW	RDBECOLIGNC03012	yaaW								b0011	11356	10643		Ecocyc:TU0-12792 
RDBECOLITUC00087	insL1	RDBECOLIOPC01041	insL1	RDBECOLIGNC03013	insL1								b0016	15445	16557		Ecocyc:TU0-12793 
RDBECOLITUC00088	mokC-hokC	RDBECOLIOPC02071	mokC-hokC	RDBECOLIGNC00366,RDBECOLIGNC02964	mokC|hokC								b0018|b4412	16960	16751		Ecocyc:TU0-12794 
RDBECOLITUC00089	sokC	RDBECOLIOPC02191	sokC	RDBECOLIGNC02965	sokC	RDBECOLIPMC02610	sokCp	16952		sigma70			b4413	16952	17010		Ecocyc:TU0-12795 
RDBECOLITUC00090	insA1B1AB1	RDBECOLIOPC01467	insA1B1AB1	RDBECOLIGNC03016,RDBECOLIGNC03015,RDBECOLIGNC02621	insA1|insB1|insAB1								b0022|b0021	20508	19811		Ecocyc:TU0-12796 
RDBECOLITUC00091	rihC	RDBECOLIOPC01021	rihC	RDBECOLIGNC01069	rihC								b0030	27293	28207		Ecocyc:TU0-12797 
RDBECOLITUC00092	yaaU	RDBECOLIOPC00448	yaaU	RDBECOLIGNC01518	yaaU	RDBECOLIPMC00325	yaaUp	45592		sigma54			b0045	45807	47138		Ecocyc:TU0-12799 
RDBECOLITUC00093	kefFC	RDBECOLIOPC00645	kefFC	RDBECOLIGNC00513,RDBECOLIGNC01519	kefC|kefF								b0047|b0046	47246	49631		Ecocyc:TU0-12800 
RDBECOLITUC00094	djlA	RDBECOLIOPC00137	djlA	RDBECOLIGNC01521	djlA								b0055	57364	58179		Ecocyc:TU0-12801 
RDBECOLITUC00095	yabPQ	RDBECOLIOPC00690	yabPQ	RDBECOLIGNC02328,RDBECOLIGNC02327	yabQ|yabP								b0057|b0056	58474	59279		Ecocyc:TU0-12802 
RDBECOLITUC00096	yabI	RDBECOLIOPC02017	yabI	RDBECOLIGNC01522	yabI	RDBECOLIPMC03289	yabIp	71271		sigma38			b0065	71351	72115		Ecocyc:TU0-12804 
RDBECOLITUC00097	sgrR-sroA-thiBPQ	RDBECOLIOPC02930	sgrR-sroA-thiBPQ	RDBECOLIGNC01995,RDBECOLIGNC02953,RDBECOLIGNC01525,RDBECOLIGNC01524,RDBECOLIGNC01523	sgrR|sroA|thiB|thiP|thiQ	RDBECOLIPMC03098	sgrRp	77338		sigma70	RDBECOLITFC00087,RDBECOLITFC00215	DksA,SgrR	b0069|b4762|b0068|b0067|b0066	77299	72229		Ecocyc:TU0-12805 
RDBECOLITUC00098	sgrST-setA	RDBECOLIOPC02137	sgrST-setA	RDBECOLIGNC02674,RDBECOLIGNC01690,RDBECOLIGNC02979	sgrT|setA|sgrS	RDBECOLIPMC03097	sgrSp	77367		sigma70	RDBECOLITFC00092,RDBECOLITFC00215	Cra,SgrR	b4662|b0070|b4577	77367	78799		Ecocyc:TU0-12806 
RDBECOLITUC00099	leuO	RDBECOLIOPC02820	leuO	RDBECOLIGNC00523	leuO	RDBECOLIPMC03280	leuOp	84188		sigma70	RDBECOLITFC00183,RDBECOLITFC00183,RDBECOLITFC00230,RDBECOLITFC00180,RDBECOLITFC00050	SlyA,SlyA,LrhA,LeuO,H-NS	b0076	84368	85312		Ecocyc:TU0-12807 
RDBECOLITUC00100	cra	RDBECOLIOPC01440	cra	RDBECOLIGNC00332	cra	RDBECOLIPMC00632	fruRp8	87947		sigma32	RDBECOLITFC00134	PhoB	b0080	88028	89032		Ecocyc:TU0-12808 
RDBECOLITUC00101	lpxC	RDBECOLIOPC02920	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	RDBECOLIGNC00259	lpxC	RDBECOLIPMC03274	lpxCp1	106508	RDBECOLITMC00053	sigma70			b0096	106557	107474	107501-107544	Ecocyc:TU0-12809 
RDBECOLITUC00102	coaE-zapD-yacG	RDBECOLIOPC01450	coaE-zapD-yacG	RDBECOLIGNC02184,RDBECOLIGNC02185,RDBECOLIGNC02186	coaE|zapD|yacG								b0103|b0102|b0101	113219	111649		Ecocyc:TU0-12810 
RDBECOLITUC00103	ppdD-hofBC	RDBECOLIOPC00064	ppdD-hofBC	RDBECOLIGNC02007,RDBECOLIGNC02006,RDBECOLIGNC01729	ppdD|hofB|hofC	RDBECOLIPMC00282	ppdDp	117705		sigma70	RDBECOLITFC00086	CRP	b0108|b0107|b0106	117549	114522		Ecocyc:TU0-12811 
RDBECOLITUC00104	nadC	RDBECOLIOPC01748	nadC	RDBECOLIGNC01499	nadC	RDBECOLIPMC00530	nadCp	118663			RDBECOLITFC00086	CRP	b0109	118645	117752		Ecocyc:TU0-12812 
RDBECOLITUC00105	yacL	RDBECOLIOPC00227	yacL	RDBECOLIGNC02323	yacL	RDBECOLIPMC03292	yacLp	134339					b0119	134388	134750		Ecocyc:TU0-12813 
RDBECOLITUC00106	yadGH	RDBECOLIOPC00151	yadGH	RDBECOLIGNC02192,RDBECOLIGNC02191	yadH|yadG								b0128|b0127	142779	144472		Ecocyc:TU0-12815 
RDBECOLITUC00107	yadI	RDBECOLIOPC01860	yadI	RDBECOLIGNC02193	yadI								b0129	144577	145017		Ecocyc:TU0-12816 
RDBECOLITUC00108	yadE	RDBECOLIOPC00859	yadE	RDBECOLIGNC01685	yadE								b0130	145081	146310		Ecocyc:TU0-12817 
RDBECOLITUC00109	yadC	RDBECOLIOPC01933	yadMLKC	RDBECOLIGNC01619	yadC	RDBECOLIPMC03208	yadCp						b0135	150953	149715		Ecocyc:TU0-12818 
RDBECOLITUC00110	hrpB	RDBECOLIOPC00870	hrpB	RDBECOLIGNC02199	hrpB								b0148	162105	164534		Ecocyc:TU0-12819 
RDBECOLITUC00111	uof-fur	RDBECOLIOPC02811	fldA-uof-fur	RDBECOLIGNC02643,RDBECOLIGNC00352	uof|fur	RDBECOLIPMC00410	uofp	710829	RDBECOLITMC00328,RDBECOLITMC00361		RDBECOLITFC00188,RDBECOLITFC00095,RDBECOLITFC00188	OxyR,SoxS,OxyR	b4637|b0683	710725	710200	710162-710180|710118-710134	Ecocyc:TU0-1281 
RDBECOLITUC00112	mrcB	RDBECOLIOPC00954	mrcB	RDBECOLIGNC00597	mrcB	RDBECOLIPMC03293	mrcBp	164721					b0149	164730	167264		Ecocyc:TU0-12820 
RDBECOLITUC00113	clcA	RDBECOLIOPC01181	clcA	RDBECOLIGNC02201	clcA								b0155	175107	176528		Ecocyc:TU0-12821 
RDBECOLITUC00114	mnt-btuF-yadS	RDBECOLIOPC02436	mnt-btuF-yadS	RDBECOLIGNC01077,RDBECOLIGNC02204,RDBECOLIGNC02203	mtn|btuF|yadS	RDBECOLIPMC03070	mtnp	179183		sigma70			b0159|b0158|b0157	179153	177001		Ecocyc:TU0-12822 
RDBECOLITUC00115	dgt	RDBECOLIOPC01949	dgt	RDBECOLIGNC00219	dgt	RDBECOLIPMC03071	dgtp1	179196					b0160	179237	180754		Ecocyc:TU0-12823 
RDBECOLITUC00116	yaeH	RDBECOLIOPC00557	yaeH	RDBECOLIGNC02206	yaeH								b0163	184095	183709		Ecocyc:TU0-12825 
RDBECOLITUC00117	yaeI	RDBECOLIOPC00369	yaeI	RDBECOLIGNC02207	yaeI								b0164	185069	184257		Ecocyc:TU0-12826 
RDBECOLITUC00118	map-glnD-dapD	RDBECOLIOPC02338	map-glnD-dapD	RDBECOLIGNC00562,RDBECOLIGNC01376,RDBECOLIGNC00201	map|glnD|dapD						RDBECOLITFC00060,RDBECOLITFC00126,RDBECOLITFC00095	MarA,Rob,SoxS	b0168|b0167|b0166	189506	185123		Ecocyc:TU0-12827 
RDBECOLITUC00119	fldA-uof-fur	RDBECOLIOPC02811	fldA-uof-fur	RDBECOLIGNC02643,RDBECOLIGNC00352,RDBECOLIGNC00312	uof|fur|fldA	RDBECOLIPMC00411	fldAp	711521	RDBECOLITMC00361,RDBECOLITMC00328		RDBECOLITFC00095	SoxS	b4637|b0683|b0684	711465	710200	710118-710134|710162-710180	Ecocyc:TU0-1282 
RDBECOLITUC00120	dxr-uppS-cdsA	RDBECOLIOPC02831	dxr-uppS-cdsA	RDBECOLIGNC00135,RDBECOLIGNC03022,RDBECOLIGNC02366	cdsA|ispU|dxr								b0175|b0174|b0173	193521	196534		Ecocyc:TU0-12831 
RDBECOLITUC00121	yaeR	RDBECOLIOPC00643	yaeR	RDBECOLIGNC03025	yaeR								b0187	211877	212266		Ecocyc:TU0-12832 
RDBECOLITUC00122	tilS	RDBECOLIOPC01715	tilS	RDBECOLIGNC03026	tilS								b0188	212331	213629		Ecocyc:TU0-12833 
RDBECOLITUC00123	yaeP-rof	RDBECOLIOPC01655	yaeP-rof	RDBECOLIGNC03003,RDBECOLIGNC03027	yaeP|rof	RDBECOLIPMC00533	yaePp	214187			RDBECOLITFC00086	CRP	b4406|b0189	214125	213678		Ecocyc:TU0-12834 
RDBECOLITUC00124	yaeQ-arfB-nlpE	RDBECOLIOPC00454	yaeQ-arfB-nlpE	RDBECOLIGNC02033,RDBECOLIGNC02218,RDBECOLIGNC03028	nlpE|arfB|yaeQ	RDBECOLIPMC00534	yaeQp	214280			RDBECOLITFC00086	CRP	b0192|b0191|b0190	214291	215979		Ecocyc:TU0-12835 
RDBECOLITUC00125	yaeF	RDBECOLIOPC01908	yaeF	RDBECOLIGNC02034	yaeF						RDBECOLITFC00104	Nac	b0193	217003	216179		Ecocyc:TU0-12836 
RDBECOLITUC00126	rcsF-trmO	RDBECOLIOPC00982	rcsF-trmO	RDBECOLIGNC01457,RDBECOLIGNC01458	rcsF|trmO								b0196|b0195	219995	218887		Ecocyc:TU0-12837 
RDBECOLITUC00127	gmhB	RDBECOLIOPC00336	gmhB	RDBECOLIGNC01673	gmhB	RDBECOLIPMC03297	gmhBp	222806					b0200	222833	223408		Ecocyc:TU0-12838 
RDBECOLITUC00128	dkgB	RDBECOLIOPC01316	dkgB	RDBECOLIGNC01590	dkgB	RDBECOLIPMC00314	dkgBp	229098		sigma38	RDBECOLITFC00005,RDBECOLITFC00005	NsrR,NsrR	b0207	229167	229970		Ecocyc:TU0-12839 
RDBECOLITUC00129	fur	RDBECOLIOPC02811	fldA-uof-fur	RDBECOLIGNC00352	fur	RDBECOLIPMC03588	furpb	710723	RDBECOLITMC00361,RDBECOLITMC00328	sigma70	RDBECOLITFC00086,RDBECOLITFC00129,RDBECOLITFC00129	CRP,Fur,Fur	b0683	710646	710200	710118-710134|710162-710180	Ecocyc:TU0-1283 
RDBECOLITUC00130	yafDE	RDBECOLIOPC01765	yafDE	RDBECOLIGNC01593,RDBECOLIGNC01592	yafE|yafD	RDBECOLIPMC03173	yafDp	231064		sigma32			b0210|b0209	231122	232549		Ecocyc:TU0-12840 
RDBECOLITUC00131	mltD	RDBECOLIOPC01102	mltD	RDBECOLIGNC00240	mltD						RDBECOLITFC00104	Nac	b0211	233955	232597		Ecocyc:TU0-12841 
RDBECOLITUC00132	gloB	RDBECOLIOPC00471	gloB	RDBECOLIGNC03029	gloB								b0212	234782	234027		Ecocyc:TU0-12842 
RDBECOLITUC00133	dnaQ	RDBECOLIOPC01969	dnaQ	RDBECOLIGNC00237	dnaQ								b0215	236067	236798		Ecocyc:TU0-12843 
RDBECOLITUC00134	yafT	RDBECOLIOPC01247	yafT	RDBECOLIGNC03031	yafT								b0217	237335	238120		Ecocyc:TU0-12844 
RDBECOLITUC00135	gmhA	RDBECOLIOPC01684	gmhA	RDBECOLIGNC03036	gmhA								b0222	243543	244121		Ecocyc:TU0-12846 
RDBECOLITUC00136	yafJ	RDBECOLIOPC01885	yafJ	RDBECOLIGNC03037	yafJ								b0223	244327	245094		Ecocyc:TU0-12847 
RDBECOLITUC00137	ldtF	RDBECOLIOPC01700	ldtF	RDBECOLIGNC03038	dpaA						RDBECOLITFC00104	Nac	b0224	245805	245065		Ecocyc:TU0-12848 
RDBECOLITUC00138	dinJ-yafQ	RDBECOLIOPC00028	dinJ-yafQ	RDBECOLIGNC03040,RDBECOLIGNC03039	dinJ|yafQ	RDBECOLIPMC00272	dinJp	246615		sigma70	RDBECOLITFC00024,RDBECOLITFC00054,RDBECOLITFC00036	SrsR,LexA,DinJ-YafQ	b0226|b0225	246502	245961		Ecocyc:TU0-12849 
RDBECOLITUC00139	yafL	RDBECOLIOPC01597	yafL	RDBECOLIGNC03041	yafL								b0227	246712	247461		Ecocyc:TU0-12850 
RDBECOLITUC00140	rayT	RDBECOLIOPC01020	rayT	RDBECOLIGNC03042	rayT								b0228	247637	248134		Ecocyc:TU0-12851 
RDBECOLITUC00141	lafU	RDBECOLIOPC00970	lafU	RDBECOLIGNC03044	lafU								b0230	250072	250827		Ecocyc:TU0-12852 
RDBECOLITUC00142	dinB-yafNOP	RDBECOLIOPC01532	dinB-yafNOP	RDBECOLIGNC03048,RDBECOLIGNC03047,RDBECOLIGNC03046,RDBECOLIGNC03045	yafP|yafO|yafN|dinB	RDBECOLIPMC00296	dinBp	250880		sigma70	RDBECOLITFC00054	LexA	b0234|b0233|b0232|b0231	250898	253161		Ecocyc:TU0-12853 
RDBECOLITUC00143	yafNOP	RDBECOLIOPC01532	dinB-yafNOP	RDBECOLIGNC03048,RDBECOLIGNC03047,RDBECOLIGNC03046	yafP|yafO|yafN	RDBECOLIPMC03222	yafNp	251969		sigma70	RDBECOLITFC00054	LexA	b0234|b0233|b0232	252005	253161		Ecocyc:TU0-12854 
RDBECOLITUC00144	ykfJ-prfH	RDBECOLIOPC01408	ykfJ-prfH	RDBECOLIGNC01451,RDBECOLIGNC03049	prfH|ykfJ								b0236|b0235	253467	254202		Ecocyc:TU0-12855 
RDBECOLITUC00145	frsA	RDBECOLIOPC00084	frsA	RDBECOLIGNC01078	frsA	RDBECOLIPMC00219	frsAp	256502		sigma70			b0239	256527	257771		Ecocyc:TU0-12857 
RDBECOLITUC00146	yafY-ykfBF-yafX-ykfGH-yafW-ykfI	RDBECOLIOPC02799	yafY-ykfBF-yafX-ykfGH-yafW-ykfI	RDBECOLIGNC03056,RDBECOLIGNC03055,RDBECOLIGNC03054,RDBECOLIGNC03053,RDBECOLIGNC03052,RDBECOLIGNC02572,RDBECOLIGNC03051,RDBECOLIGNC03050	yafY|ykfB|ykfF|yafX|ykfG|ykfH|yafW|ykfI								b0251|b0250|b0249|b0248|b0247|b4504|b0246|b0245	266553	263328		Ecocyc:TU0-12859 
RDBECOLITUC00147	ykfA-yafZ	RDBECOLIOPC02932	ykfA-yafZ	RDBECOLIGNC03058,RDBECOLIGNC03057	ykfA|yafZ								b0253|b0252	268960	267184		Ecocyc:TU0-12860 
RDBECOLITUC00148	perR	RDBECOLIOPC00612	perR	RDBECOLIGNC03059	perR								b0254	270182	269289		Ecocyc:TU0-12861 
RDBECOLITUC00149	None	RDBECOLIOPC02337	insNI1	RDBECOLIGNC03061,RDBECOLIGNC03060	insI1|insN	RDBECOLIPMC02410	insN-1p	270226		sigma38			b0256|b4587	270278	272190		Ecocyc:TU0-12862 
RDBECOLITUC00150	ykfC	RDBECOLIOPC01465	ykfC	RDBECOLIGNC03062	ykfC								b0258	272847	273992		Ecocyc:TU0-12863 
RDBECOLITUC00151	mmuPM	RDBECOLIOPC01754	mmuPM	RDBECOLIGNC03065,RDBECOLIGNC03064	mmuM|mmuP								b0261|b0260	275325	277647		Ecocyc:TU0-12864 
RDBECOLITUC00152	insA2B2AB2-afuBC	RDBECOLIOPC01608	insA2B2AB2-afuBC	RDBECOLIGNC03068,RDBECOLIGNC03067,RDBECOLIGNC02623,RDBECOLIGNC03066,RDBECOLIGNC02210	insA2|insB2|insAB2|afuB|afuC								b0265|b0264|b0263|b0262	279875	277756		Ecocyc:TU0-12865 
RDBECOLITUC00153	yagAB-insX	RDBECOLIOPC01575	yagAB-insX	RDBECOLIGNC02208,RDBECOLIGNC02209,RDBECOLIGNC02573	yagA|yagB|insX						RDBECOLITFC00225	XynR	b0267|b0266|b4505	281983	280114		Ecocyc:TU0-12866 
RDBECOLITUC00154	yagEF	RDBECOLIOPC01932	yagEF	RDBECOLIGNC03070,RDBECOLIGNC03069	yagF|yagE						RDBECOLITFC00225	XynR	b0269|b0268	282278	285168		Ecocyc:TU0-12867 
RDBECOLITUC00155	yagGH	RDBECOLIOPC00914	yagGH	RDBECOLIGNC03072,RDBECOLIGNC03071	yagH|yagG								b0271|b0270	285395	288399		Ecocyc:TU0-12868 
RDBECOLITUC00156	xynR	RDBECOLIOPC01362	argF-xynR	RDBECOLIGNC03073	xynR								b0272	289162	288404		Ecocyc:TU0-12869 
RDBECOLITUC00157	insA3B3AB3	RDBECOLIOPC02592	insA3B3AB3	RDBECOLIGNC03075,RDBECOLIGNC03074,RDBECOLIGNC02624	insA3|insB3|insAB3								b0275|b0274	291346	290649		Ecocyc:TU0-12870 
RDBECOLITUC00158	yagK	RDBECOLIOPC02506	yagK	RDBECOLIGNC03077	yagK	RDBECOLIPMC00699	yagKp6	293118		sigma70	RDBECOLITFC00182	RcdA	b0277	292948	292322		Ecocyc:TU0-12871 
RDBECOLITUC00159	yagML	RDBECOLIOPC01274	yagML	RDBECOLIGNC03079,RDBECOLIGNC03078	yagM|yagL								b0279|b0278	294799	293220		Ecocyc:TU0-12872 
RDBECOLITUC00160	yagN	RDBECOLIOPC02152	yagN	RDBECOLIGNC03080	yagN								b0280	295579	295139		Ecocyc:TU0-12873 
RDBECOLITUC00161	intF	RDBECOLIOPC00108	intF	RDBECOLIGNC03081	intF								b0281	297096	295696		Ecocyc:TU0-12874 
RDBECOLITUC00162	yagP	RDBECOLIOPC00537	yagP	RDBECOLIGNC03082	yagP								b0282	297791	297381		Ecocyc:TU0-12875 
RDBECOLITUC00163	paoABCD	RDBECOLIOPC01248	paoABCD	RDBECOLIGNC03086,RDBECOLIGNC03085,RDBECOLIGNC03084,RDBECOLIGNC03083	paoA|paoB|paoC|paoD								b0286|b0285|b0284|b0283	302573	297770		Ecocyc:TU0-12876 
RDBECOLITUC00164	ykgJ	RDBECOLIOPC02110	ykgJ	RDBECOLIGNC03088	ykgJ								b0288	304182	303853		Ecocyc:TU0-12877 
RDBECOLITUC00165	ecpBCDE	RDBECOLIOPC02699	ecpBCDE	RDBECOLIGNC03092,RDBECOLIGNC03091,RDBECOLIGNC03090,RDBECOLIGNC03089	ecpB|ecpC|ecpD|ecpE	RDBECOLIPMC03300	ecpBp1	310119					b0292|b0291|b0290|b0289	310026	304495		Ecocyc:TU0-12878 
RDBECOLITUC00166	ecpA	RDBECOLIOPC00140	ecpA	RDBECOLIGNC03093	ecpA	RDBECOLIPMC00707	ecpAp	310797		sigma70	RDBECOLITFC00015	MatA	b0293	310671	310084		Ecocyc:TU0-12879 
RDBECOLITUC00167	ecpR	RDBECOLIOPC00924	ecpR	RDBECOLIGNC03094	matA	RDBECOLIPMC00708	ecpRp	311393		sigma24	RDBECOLITFC00015	MatA	b0294	311336	310746		Ecocyc:TU0-12880 
RDBECOLITUC00168	ykgMO	RDBECOLIOPC01221	ykgMO	RDBECOLIGNC03096,RDBECOLIGNC02574	ykgM|ykgO	RDBECOLIPMC03285	ykgMp	312805		sigma70	RDBECOLITFC00198	Zur	b0296|b4506	312777	312374		Ecocyc:TU0-12881 
RDBECOLITUC00169	eaeH-insE1EF1F1	RDBECOLIOPC01661	eaeH-insE1EF1F1	RDBECOLIGNC03098,RDBECOLIGNC03097,RDBECOLIGNC02616,RDBECOLIGNC02052	insF1|insE1|insEF1|eaeH								b0299|b0298|b0297	314357	316453		Ecocyc:TU0-12882 
RDBECOLITUC00170	ykgA	RDBECOLIOPC01784	ykgA	RDBECOLIGNC03099	ykgA								b0300	317136	316450		Ecocyc:TU0-12883 
RDBECOLITUC00171	rclBC	RDBECOLIOPC02003	rclABC	RDBECOLIGNC03101,RDBECOLIGNC03100	rclB|rclC								b0303|b0301	318567	317726		Ecocyc:TU0-12884 
RDBECOLITUC00172	rclABC	RDBECOLIOPC02003	rclABC	RDBECOLIGNC03100,RDBECOLIGNC03101,RDBECOLIGNC03102	rclC|rclB|rclA	RDBECOLIPMC00719	rclAp	320215		sigma24	RDBECOLITFC00053	RclR	b0301|b0303|b0304	320001	317726		Ecocyc:TU0-12885 
RDBECOLITUC00173	rclR	RDBECOLIOPC00836	rclR	RDBECOLIGNC03103	rclR								b0305	320227	321081		Ecocyc:TU0-12886 
RDBECOLITUC00174	ykgEFG	RDBECOLIOPC00173	ykgEFG	RDBECOLIGNC03106,RDBECOLIGNC03105,RDBECOLIGNC03104	ykgG|ykgF|ykgE								b0308|b0307|b0306	321608	324453		Ecocyc:TU0-12887 
RDBECOLITUC00175	ykgH	RDBECOLIOPC00258	ykgH	RDBECOLIGNC03108	ykgH								b0310	325364	324696		Ecocyc:TU0-12888 
