# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) Operon ID
#(2) Operon name
## (3) First gene-position left
## (4) Last gene-position right
## (5) DNA strand where the operon is coded
## (6) Number of genes contained in the operon
## (7) Name or Blattner number of the gene(s) contained in the operon
## (8) Evidence that support the existence of the operon's TUs
## (9) Evidence confidence level (Confirmed, Strong, Weak)
1)operonId	2)operonName	3)firstGeneLeftPos	4)lastGeneRightPos	5)strand	6)numberOfGenes	7)operonGenes	8)operonEvidence	9)confidenceLevel 
RDBECOLIOPC00225	ygfTS	3028524	3030931	reverse	2	ygfT|ygfS	[COMP-AINF:W]	W 
RDBECOLIOPC00226	rluC	1144940	1145899	forward	1	rluC	[COMP-AINF:W]	W 
RDBECOLIOPC00227	yacL	134388	134750	forward	1	yacL	[COMP-AINF:W]	W 
RDBECOLIOPC00228	ldcC	209679	211820	forward	1	ldcC	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00229	yfdGHI	2467855	2470462	forward	3	yfdG|yfdH|yfdI	[COMP-AINF:W]	W 
RDBECOLIOPC00230	xseA	2634232	2635602	forward	1	xseA		 
RDBECOLIOPC00231	fxsA	4368664	4369140	forward	1	fxsA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00232	ynaJ	1397365	1397622	forward	1	ynaJ	[COMP-AINF:W]	W 
RDBECOLIOPC00233	yegI	2149039	2150985	reverse	1	yegI	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00234	yjfZ	4426628	4427422	reverse	1	yjfZ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00235	yrhC	3623887	3624132	forward	1	yrhC	[COMP-AINF:W]	W 
RDBECOLIOPC00236	elfDCG-ycbUVF	998490	1004657	forward	6	elfD|elfC|elfG|ycbU|ycbV|ycbF	[COMP-AINF:W]	W 
RDBECOLIOPC00237	stfR-tfaR	1426454	1428984	forward	2	ynaA|lomR	[COMP-AINF:W]	W 
RDBECOLIOPC00238	ydhF	1724736	1725632	reverse	1	ydhF	[COMP-AINF:W]	W 
RDBECOLIOPC00239	yfdPQ	2473604	2474856	forward	2	yfdP|yfdQ	[COMP-AINF:W]	W 
RDBECOLIOPC00240	rlmI	1028779	1029969	reverse	1	rlmI	[COMP-AINF:W]	W 
RDBECOLIOPC00241	yijO	4147466	4148317	reverse	1	yijO	[COMP-AINF:W]	W 
RDBECOLIOPC00242	ycgL	1227681	1228007	forward	1	ycgL	[COMP-AINF:W]	W 
RDBECOLIOPC00243	torR	1057262	1057954	reverse	1	torR	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00244	ydaGF	1419156	1419456	reverse	2	ydaG|ydaF	[COMP-AINF:W]	W 
RDBECOLIOPC00245	yegTUV	2178821	2182061	forward	3	yegT|yegU|yegV	[EV-EXP-IDA-TRANSCRIPT-LEN-DETERMINATION-NORTHERN:[]][COMP-AINF:W]	W 
RDBECOLIOPC00246	yfhM-pbpC	2645013	2652287	reverse	2	yfhM|pbpC	[COMP-AINF:W]	W 
RDBECOLIOPC00247	marC	1618243	1618908	reverse	1	marC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00248	fabA	1015952	1016470	reverse	1	fabA		 
RDBECOLIOPC00249	cdgI	1870385	1871860	forward	1	cdgI	[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00250	yaaW	10643	11356	reverse	1	yaaW	[COMP-AINF:W]	W 
RDBECOLIOPC00251	yiaU	3751992	3752966	forward	1	yiaU	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00252	ycgX	1212703	1213107	reverse	1	ycgX	[COMP-AINF:W]	W 
RDBECOLIOPC00253	mgsA	1026557	1027015	reverse	1	mgsA	[COMP-AINF:W]	W 
RDBECOLIOPC00254	hemN	4052045	4053418	forward	1	hemN	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00255	ulaG	4418561	4419625	reverse	1	ulaG	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00256	yheSTU	3481289	3484436	forward	3	yheS|yheT|yheU	[COMP-AINF:W]	W 
RDBECOLIOPC00257	yjjP	4602088	4602858	reverse	1	yjjP	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00258	ykgH	324696	325364	reverse	1	ykgH	[COMP-AINF:W]	W 
RDBECOLIOPC00259	ydbH-ynbE-ydbL	1443051	1446206	forward	3	ydbH|ynbE|ydbL	[COMP-AINF:W]	W 
RDBECOLIOPC00260	pyrLBI	4470986	4472533	reverse	3	pyrL|pyrB|pyrI	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00261	mipA	1865726	1866472	reverse	1	mipA	[COMP-AINF:W]	W 
RDBECOLIOPC00262	fnr	1398774	1399526	reverse	1	fnr		 
RDBECOLIOPC00263	ryjB	4527977	4528066	forward	1	ryjB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00264	yjgL	4475437	4477251	forward	1	yjgL	[COMP-AINF:W]	W 
RDBECOLIOPC00265	cho	1823515	1824402	forward	1	cho	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00266	yjiR	4570162	4571574	reverse	1	yjiR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00268	mdtH	1124118	1125326	reverse	1	mdtH	[COMP-AINF:W]	W 
RDBECOLIOPC00269	dhaR	1251066	1252985	forward	1	dhaR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00270	ytfB	4428079	4428717	reverse	1	ytfB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00271	ybaB-recR	494076	495010	forward	2	ybaB|recR	[COMP-AINF:W]	W 
RDBECOLIOPC00272	ycaI-msbA-lpxK-ycaQ	964320	970621	forward	4	ycaI|msbA|lpxK|ycaQ	[COMP-AINF:W]	W 
RDBECOLIOPC00273	hyfABCDEFGHIJR-focB	2601201	2614782	forward	12	hyfA|hyfB|hyfC|hyfD|hyfE|hyfF|hyfG|hyfH|hyfI|hyfJ|hyfR|focB	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00274	essQ-ydfR-rrrQ-rzpQ-rzoQ	1639030	1640585	reverse	5	essQ|ydfR|rrrQ|rzpQ|rzoQ	[COMP-AINF:W]	W 
RDBECOLIOPC00275	dnaB	4264314	4265729	forward	1	dnaB	[COMP-AINF:W]	W 
RDBECOLIOPC00276	ybbB	530132	531226	reverse	1	selU	[COMP-HINF:W]	W 
RDBECOLIOPC00277	yneJ	1614804	1615685	forward	1	ptrR	[COMP-AINF:W]	W 
RDBECOLIOPC00278	yiaF	3718334	3719044	reverse	1	yiaF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00279	yecH	1989251	1989490	reverse	1	yecH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00280	ybhQ	824630	825040	forward	1	ybhQ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00281	prmB-aroC-mepA-yfcA-epmC-yfcL	2443891	2448440	reverse	6	prmB|aroC|mepA|yfcA|epmC|yfcL	[COMP-AINF:W]	W 
RDBECOLIOPC00282	ybaA	476672	477025	forward	1	ybaA	[COMP-AINF:W]	W 
RDBECOLIOPC00283	yhdT-panF-prmA	3407375	3409951	forward	3	yhdT|panF|prmA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC00284	ydfG	1627517	1628263	forward	1	ydfG	[COMP-AINF:W]	W 
RDBECOLIOPC00285	sbcDC	412607	416952	reverse	2	sbcD|sbcC	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]	W 
RDBECOLIOPC00286	tldD	3390583	3392028	reverse	1	tldD	[COMP-AINF:W]	W 
RDBECOLIOPC00287	yodC	2028188	2028370	reverse	1	yodC	[COMP-AINF:W]	W 
RDBECOLIOPC00288	yaiO	380069	382872	reverse	2	yaiX|yaiO	[COMP-AINF:W]	W 
RDBECOLIOPC00289	yidR	3868062	3869309	reverse	1	yidR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00290	insA5B5AB5	1978518	1979215	reverse	3	insAB5|insA5|insB5	[COMP-AINF:W]	W 
RDBECOLIOPC00291	yciY	1308788	1308961	forward	1	yciY	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00292	asnS	987585	988985	reverse	1	asnS	[COMP-AINF:W]	W 
RDBECOLIOPC00293	flk	2437950	2438945	forward	1	flk	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00294	ybaP	507286	508080	reverse	1	ybaP	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00295	yjhD	4506626	4506856	reverse	1	yjhD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00296	zinT	2041375	2042025	forward	1	zinT	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00297	yhcB	3380191	3380589	forward	1	yhcB	[COMP-AINF:W]	W 
RDBECOLIOPC00298	bioA	807968	809257	reverse	1	bioA		 
RDBECOLIOPC00299	yjdM	4326399	4326734	reverse	1	yjdM	[COMP-AINF:W]	W 
RDBECOLIOPC00300	ybgTE	774196	774602	forward	2	cydX|ybgE	[COMP-HINF:W]	W 
RDBECOLIOPC00301	yfjM	2765513	2765776	reverse	1	yfjM	[COMP-AINF:W]	W 
RDBECOLIOPC00302	yihR	4069475	4070401	reverse	1	yihR	[COMP-AINF:W]	W 
RDBECOLIOPC00303	cybB	1490902	1491432	forward	1	cybB	[COMP-AINF:W]	W 
RDBECOLIOPC00304	ypjA	2778146	2782726	reverse	1	ypjA	[COMP-AINF:W]	W 
RDBECOLIOPC00305	guaBA	2630958	2634070	reverse	2	guaB|guaA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC00306	cspH	1050963	1051175	reverse	1	cspH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00307	tusE	1030339	1030668	reverse	1	tusE	[COMP-AINF:W]	W 
RDBECOLIOPC00308	yeaR-yoaG	1879403	1879948	reverse	2	yeaR|yoaG	[COMP-AINF:W]	W 
RDBECOLIOPC00309	thiCEFSGH	4190735	4196099	reverse	6	thiC|thiE|thiF|thiS|thiG|thiH		 
RDBECOLIOPC00310	ycbX	1006491	1007600	reverse	1	ycbX	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00311	yjhE	4506861	4507109	forward	1	yjhE	[COMP-AINF:W]	W 
RDBECOLIOPC00312	yejLM	2284129	2286136	forward	2	yejL|lapC	[COMP-AINF:W]	W 
RDBECOLIOPC00313	ryfD	2734153	2734295	reverse	1	ryfD	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00314	frr	192872	193429	forward	1	frr	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00315	yicL	3838248	3839171	forward	1	yicL	[COMP-AINF:W]	W 
RDBECOLIOPC00317	rppH-ptsP	2966188	2968977	reverse	2	rppH|ptsP	[COMP-AINF:W]	W 
RDBECOLIOPC00318	pabC-mltG-tmk-holB-ycfH	1153300	1157574	forward	5	pabC|mltG|tmk|holB|ycfH	[COMP-AINF:W]	W 
RDBECOLIOPC00319	lldPRD	3777399	3781017	forward	3	lldP|lldR|lldD	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00320	ispDF	2871301	2872490	reverse	2	ispD|ispF	[COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC00321	mscK	486536	489898	forward	1	mscK	[COMP-AINF:W]	W 
RDBECOLIOPC00322	prkB	3484490	3485359	forward	1	prkB	[COMP-AINF:W]	W 
RDBECOLIOPC00323	bisC	3714061	3716394	reverse	1	bisC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00324	yhdWXYZ	3419042	3423194	forward	4	yhdW|yhdX|yhdY|yhdZ		 
RDBECOLIOPC00325	ghoST	4352584	4353081	forward	2	ghoS|ghoT	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00326	yjiS	4571751	4571915	forward	1	yjiS	[COMP-AINF:W]	W 
RDBECOLIOPC00327	ynfL	1668699	1669592	reverse	1	ynfL	[COMP-AINF:W]	W 
RDBECOLIOPC00328	gadY	3664864	3664969	forward	1	gadY	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00329	ldtC	1169412	1170374	reverse	1	ldtC	[COMP-AINF:W]	W 
RDBECOLIOPC00330	decR	468383	468841	forward	1	decR	[COMP-AINF:W]	W 
RDBECOLIOPC00331	yneO	1592665	1598086	reverse	1	yneO	[COMP-AINF:W]	W 
RDBECOLIOPC00332	ycgV	1253085	1255952	reverse	1	ycgV	[COMP-AINF:W]	W 
RDBECOLIOPC00333	yqaBA	2816512	2817503	reverse	2	yqaB|yqaA	[COMP-AINF:W]	W 
RDBECOLIOPC00334	rpnE-ypaA	2356904	2358001	forward	2	rpnE|ypaA	[COMP-AINF:W]	W 
RDBECOLIOPC00335	kdgR	1909308	1910099	reverse	1	kdgR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00336	gmhB	222833	223408	forward	1	gmhB	[COMP-AINF:W]	W 
RDBECOLIOPC00337	ydgH	1678427	1679371	forward	1	ydgH	[COMP-AINF:W]	W 
RDBECOLIOPC00338	yegH	2137902	2139485	forward	1	yegH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00339	dacD	2081381	2082547	reverse	1	dacD	[COMP-AINF:W]	W 
RDBECOLIOPC00340	yahN	345666	346337	reverse	1	yahN	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00341	yieG	3895272	3896609	reverse	1	adeP	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00342	bamB-der	2635884	2638652	reverse	2	bamB|der	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00343	oxyS	4158278	4158394	reverse	1	oxyS	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00344	hybOABCDEFG	3139716	3146261	reverse	8	hybO|hybA|hybB|hybC|hybD|hybE|hybF|hybG	[EXP-IEP:W][EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC00345	yohD	2225801	2226379	forward	1	yohD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00346	yjgA	4457314	4457865	reverse	1	yjgA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00347	rplY	2282517	2282801	forward	1	rplY	[COMP-AINF:W]	W 
RDBECOLIOPC00348	melR	4340720	4341628	reverse	1	melR	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00349	flhBAE	1962580	1966191	reverse	3	flhB|flhA|flhE	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00350	argI	4477307	4478311	reverse	1	argI		 
RDBECOLIOPC00351	polA	4046966	4049752	forward	1	polA	[COMP-AINF:W]	W 
RDBECOLIOPC00352	sibD	3194721	3194865	reverse	1	sibD	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00354	yeeZ	2088304	2089128	reverse	1	yeeZ	[COMP-AINF:W]	W 
RDBECOLIOPC00355	lrp	932595	933089	forward	1	lrp		 
RDBECOLIOPC00356	xylFGHR	3731131	3736157	forward	4	xylF|xylG|xylH|xylR	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00357	tsaD	3209530	3210543	reverse	1	tsaD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00358	nfrBA	587982	593178	reverse	2	nfrB|nfrA		 
RDBECOLIOPC00359	insH-1	274101	275081	reverse	1	insH1	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00360	queF	2925348	2926196	forward	1	queF	[COMP-AINF:W]	W 
RDBECOLIOPC00361	nudF-yqiB-cpdA-yqiA-parE	3173504	3177910	reverse	5	nudF|yqiB|cpdA|yqiA|parE	[COMP-AINF:W]	W 
RDBECOLIOPC00362	nudK	2582903	2583478	reverse	1	nudK	[COMP-AINF:W]	W 
RDBECOLIOPC00363	yidP	3863899	3864615	forward	1	yidP	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00364	ravA-viaA	3928152	3931093	reverse	2	ravA|viaA	[EXP-IEP-COREGULATION:W][COMP-AINF:W]	W 
RDBECOLIOPC00365	ampC	4377811	4378944	reverse	1	ampC	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00366	xanQ-guaD-ghxQ	3024351	3028488	forward	3	xanQ|guaD|ghxQ	[COMP-AINF:W]	W 
RDBECOLIOPC00367	xanP	3828945	3830336	forward	1	xanP	[COMP-AINF:W]	W 
RDBECOLIOPC00368	adeQ	3842455	3843789	reverse	1	adeQ	[COMP-AINF:W]	W 
RDBECOLIOPC00369	yaeI	184257	185069	reverse	1	yaeI	[COMP-AINF:W]	W 
RDBECOLIOPC00370	wecA-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM	3967916	3980696	forward	12	wecA|wzzE|wecB|wecC|rffG|rffH|rffC|wecE|wzxE|wecF|wzyE|rffM	[COMP-AINF:W]	W 
RDBECOLIOPC00371	yfjJ	2760547	2761173	forward	1	yfjJ	[COMP-AINF:W]	W 
RDBECOLIOPC00372	yecR	1988222	1988545	forward	1	yecR		 
RDBECOLIOPC00373	mdaB	3172530	3173111	forward	1	mdaB	[COMP-AINF:W]	W 
RDBECOLIOPC00374	yjjN	4595990	4597012	forward	1	lgoD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00375	mdtG	1114264	1115490	reverse	1	mdtG	[COMP-AINF:W]	W 
RDBECOLIOPC00376	yhiL	3632852	3634458	reverse	1	yhiL	[COMP-AINF:W]	W 
RDBECOLIOPC00377	rluD-pgeF	2734303	2736011	reverse	2	rluD|yfiH	[COMP-AINF:W]	W 
RDBECOLIOPC00378	yjfP	4416952	4417701	forward	1	yjfP	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00379	ygiH	3204694	3205311	forward	1	plsY	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00380	sanA-yeiS	2232878	2233839	forward	2	sanA|yeiS	[COMP-AINF:W]	W 
RDBECOLIOPC00381	sbmA-yaiW	396639	398966	forward	2	sbmA|yaiW	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00382	nupC	2513042	2514244	forward	1	nupC		 
RDBECOLIOPC00383	zapA	3055612	3055941	forward	1	zapA	[COMP-AINF:W]	W 
RDBECOLIOPC00384	cnu	1704949	1705164	forward	1	cnu	[COMP-AINF:W]	W 
RDBECOLIOPC00385	yedK	2009821	2010489	forward	1	yedK	[COMP-AINF:W]	W 
RDBECOLIOPC00386	ycdZ	1100296	1100787	forward	1	ycdZ	[COMP-AINF:W]	W 
RDBECOLIOPC00388	acrZ	794773	794922	forward	1	acrZ	[COMP-AINF:W]	W 
RDBECOLIOPC00389	zipA	2530247	2531233	reverse	1	zipA	[COMP-AINF:W]	W 
RDBECOLIOPC00390	lolA-rarA	937372	939337	forward	2	lolA|rarA	[COMP-AINF:W]	W 
RDBECOLIOPC00391	yfbM	2386934	2387437	forward	1	yfbM	[COMP-AINF:W]	W 
RDBECOLIOPC00392	tesB	474301	475161	reverse	1	tesB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00393	galS	2240628	2241668	reverse	1	galS		 
RDBECOLIOPC00394	syd	2924735	2925280	reverse	1	syd	[COMP-AINF:W]	W 
RDBECOLIOPC00395	def-fmt	3433690	3435161	forward	2	def|fmt	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00396	uspF	1435185	1435619	reverse	1	uspF	[COMP-AINF:W]	W 
RDBECOLIOPC00397	ppc	4150447	4153098	reverse	1	ppc	[COMP-AINF:W]	W 
RDBECOLIOPC00398	caiF	34300	34695	forward	1	caiF	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00399	cspD	922366	922590	reverse	1	cspD	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00400	fdhD	4086016	4086849	forward	1	fdhD	[COMP-AINF:W]	W 
RDBECOLIOPC00401	ymfI	1201497	1201838	forward	1	ymfI	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00402	yoaM	2347350	2347385	reverse	1	yoaM	[COMP-HINF-IGC:W][IC:W]	W 
RDBECOLIOPC00403	ybjK	887423	887959	forward	1	rcdA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00404	ycaN	948660	949568	reverse	1	ycaN	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00405	ygjR	3237311	3238297	forward	1	ygjR	[COMP-AINF:W]	W 
RDBECOLIOPC00406	ldtD	981047	982894	forward	1	ldtD	[COMP-AINF:W]	W 
RDBECOLIOPC00407	yfeR	2525930	2526856	reverse	1	yfeR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00408	tqsA	1673913	1674947	forward	1	tqsA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00409	ydgI-folM	1679557	1681698	forward	2	ydgI|folM	[COMP-AINF:W]	W 
RDBECOLIOPC00410	lrhA	2405703	2406641	reverse	1	lrhA		 
RDBECOLIOPC00411	pdeR	1344757	1346742	reverse	1	pdeR	[COMP-AINF:W]	W 
RDBECOLIOPC00412	agp	1065585	1066826	forward	1	agp	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00413	yehK	2203972	2204289	forward	1	yehK	[COMP-AINF:W]	W 
RDBECOLIOPC00414	arpA	4220301	4222487	reverse	1	arpA	[COMP-AINF:W]	W 
RDBECOLIOPC00415	trhP	2165668	2167029	forward	1	trhP	[COMP-AINF:W]	W 
RDBECOLIOPC00416	ynfA	1655347	1655673	reverse	1	ynfA	[COMP-AINF:W]	W 
RDBECOLIOPC00417	insC3D3CD3	2068952	2070180	reverse	3	insCD3|insC3|insD3	[COMP-AINF:W]	W 
RDBECOLIOPC00418	ybaQ	508218	508559	forward	1	ybaQ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00419	yjjY	4640402	4640542	forward	1	yjjY	[COMP-AINF:W]	W 
RDBECOLIOPC00420	yfgF	2626695	2628938	reverse	1	pdeF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00421	mppA	1393227	1394840	forward	1	mppA	[COMP-AINF:W]	W 
RDBECOLIOPC00422	yfgA	2641831	2642844	reverse	1	rodZ	[COMP-HINF:W]	W 
RDBECOLIOPC00423	nudI	2364554	2364979	forward	1	nudI	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00424	arsRBC	3648528	3650662	forward	3	arsR|arsB|arsC	[COMP-HINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00425	tar-tap-cheRBYZ	1966393	1972691	reverse	6	tar|tap|cheR|cheB|cheY|cheZ	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC00426	dusB-fis	3410280	3411567	forward	2	dusB|fis	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00427	mepH	1734435	1735250	forward	1	mepH	[COMP-AINF:W]	W 
RDBECOLIOPC00428	glyA	2684254	2685507	reverse	1	glyA		 
RDBECOLIOPC00429	ygeQ	2998034	2998828	reverse	1	ygeQ	[COMP-AINF:W]	W 
RDBECOLIOPC00430	kduI	2983288	2984124	reverse	1	kduI	[COMP-AINF:W]	W 
RDBECOLIOPC00431	yebV	1921780	1922016	forward	1	yebV	[COMP-AINF:W]	W 
RDBECOLIOPC00432	bcr	2278570	2279760	reverse	1	bcr	[COMP-AINF:W]	W 
RDBECOLIOPC00433	xtpA	345252	345434	forward	1	xtpA	[EV-EXP-IDA-TRANSCRIPT-LEN-DETERMINATION-NORTHERN:[]]	 
RDBECOLIOPC00434	lysZ	781369	781444	forward	1	lysZ	[COMP-AINF:W]	W 
RDBECOLIOPC00435	ycbZ	1016539	1018299	reverse	1	ycbZ	[COMP-AINF:W]	W 
RDBECOLIOPC00436	gsk	500125	501429	forward	1	gsk	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00437	fadE	240859	243303	reverse	1	fadE	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00438	tcdA	2945036	2945842	reverse	1	tcdA	[COMP-AINF:W]	W 
RDBECOLIOPC00440	sulA	1020410	1020919	reverse	1	sulA		 
RDBECOLIOPC00442	ydcI	1494148	1495071	reverse	1	ydcI	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00443	ryfA-timP	2653855	2654158	forward	2	ryfA|timP	[COMP-AINF:W]	W 
RDBECOLIOPC00444	dacC	880727	881929	forward	1	dacC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00445	yjgN	4479730	4480926	forward	1	yjgN	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00446	cueR	513993	514400	forward	1	cueR	[COMP-AINF:W]	W 
RDBECOLIOPC00447	codBA	354922	357454	forward	2	codB|codA	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC00448	yaaU	45807	47138	forward	1	yaaU	[COMP-AINF:W]	W 
RDBECOLIOPC00449	yeeL	2052276	2053328	reverse	1	yeeL	[COMP-AINF:W]	W 
RDBECOLIOPC00451	insH4	1396112	1397092	forward	1	insH4	[COMP-AINF:W]	W 
RDBECOLIOPC00452	ldrA	1269168	1269275	reverse	1	ldrA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00453	ygjI	3226234	3227667	forward	1	ygjI	[COMP-AINF:W]	W 
